"","X","col_GC_c1.which.mclass....1...1."
"377",377,"AT1G23880"
"1852",1852,"AT3G16300"
"175",175,"AT1G09610"
"2680",2680,"AT4G24080"
"2649",2649,"AT4G22110"
"3387",3387,"AT5G42270"
"2238",2238,"AT3G56330"
"149",149,"AT1G08380"
"3195",3195,"AT5G20240"
"2643",2643,"AT4G21705"
"747",747,"AT1G63650"
"2800",2800,"AT4G32295"
"394",394,"AT1G25450"
"2330",2330,"AT3G62470"
"1698",1698,"AT3G05740"
"2398",2398,"AT4G03150"
"3301",3301,"AT5G35580"
"2528",2528,"AT4G14640"
"2843",2843,"AT4G35840"
"2136",2136,"AT3G49760"
"143",143,"AT1G07937"
"424",424,"AT1G27960"
"1473",1473,"AT2G38760"
"3605",3605,"AT5G56420"
"2701",2701,"AT4G25515"
"2812",2812,"AT4G32920"
"3331",3331,"AT5G38790"
"3627",3627,"AT5G57710"
"3796",3796,"ATMG00270"
"1659",1659,"AT3G03360"
"992",992,"AT1G77700"
"1861",1861,"AT3G17030"
"1168",1168,"AT2G19120"
"2657",2657,"AT4G22770"
"634",634,"AT1G54790"
"2327",2327,"AT3G62150"
"1592",1592,"AT2G46495"
"976",976,"AT1G77122"
"1921",1921,"AT3G20935"
"2869",2869,"AT4G37480"
"3044",3044,"AT5G08270"
"561",561,"AT1G49230"
"451",451,"AT1G30240"
"161",161,"AT1G08960"
"87",87,"AT1G05557"
"339",339,"AT1G20060"
"2924",2924,"AT5G01645"
"2102",2102,"AT3G48190"
"3284",3284,"AT5G27560"
"2139",2139,"AT3G49930"
"1456",1456,"AT2G37925"
"1556",1556,"AT2G44190"
"1817",1817,"AT3G14185"
"3249",3249,"AT5G24740"
"1878",1878,"AT3G18320"
"3609",3609,"AT5G56620"
"1117",1117,"AT2G09945"
"2571",2571,"AT4G17483"
"216",216,"AT1G11950"
"2358",2358,"AT4G00770"
"1883",1883,"AT3G18450"
"633",633,"AT1G54575"
"1507",1507,"AT2G41640"
"3433",3433,"AT5G45320"
"3454",3454,"AT5G47250"
"978",978,"AT1G77240"
"2903",2903,"AT4G39890"
"1020",1020,"AT1G79570"
"2570",2570,"AT4G17360"
"616",616,"AT1G53440"
"1450",1450,"AT2G37660"
"2689",2689,"AT4G24670"
"3026",3026,"AT5G07200"
"2581",2581,"AT4G18130"
"135",135,"AT1G07740"
"3123",3123,"AT5G15210"
"1038",1038,"AT2G01200"
"3675",3675,"AT5G60810"
"1328",1328,"AT2G30720"
"1442",1442,"AT2G37440"
"3199",3199,"AT5G20510"
"3668",3668,"AT5G60280"
"438",438,"AT1G29195"
"3510",3510,"AT5G50890"
"580",580,"AT1G50970"
"1268",1268,"AT2G26000"
"1233",1233,"AT2G23470"
"923",923,"AT1G73410"
"3567",3567,"AT5G54090"
"1282",1282,"AT2G27430"
"1585",1585,"AT2G46160"
"1152",1152,"AT2G17787"
"1574",1574,"AT2G45480"
"2584",2584,"AT4G18280"
"2296",2296,"AT3G60400"
"3620",3620,"AT5G57210"
"736",736,"AT1G62950"
"1521",1521,"AT2G42330"
"1988",1988,"AT3G27070"
"1536",1536,"AT2G43060"
"1918",1918,"AT3G20890"
"454",454,"AT1G30410"
"152",152,"AT1G08470"
"2002",2002,"AT3G28030"
"1171",1171,"AT2G19440"
"1183",1183,"AT2G20240"
"433",433,"AT1G28670"
"2976",2976,"AT5G04310"
"2588",2588,"AT4G18470"
"2513",2513,"AT4G13870"
"982",982,"AT1G77360"
"332",332,"AT1G19397"
"2522",2522,"AT4G14380"
"1747",1747,"AT3G08785"
"288",288,"AT1G16830"
"859",859,"AT1G70200"
"1223",1223,"AT2G22910"
"273",273,"AT1G15900"
"2282",2282,"AT3G59570"
"638",638,"AT1G55120"
"1137",1137,"AT2G15680"
"3792",3792,"ATCG01100"
"2940",2940,"AT5G02095"
"3544",3544,"AT5G52670"
"785",785,"AT1G66230"
"3614",3614,"AT5G56970"
"3234",3234,"AT5G23800"
"1025",1025,"AT1G80060"
"1162",1162,"AT2G18760"
"140",140,"AT1G07870"
"265",265,"AT1G15490"
"2634",2634,"AT4G21310"
"237",237,"AT1G13448"
"3523",3523,"AT5G51470"
"1393",1393,"AT2G34530"
"3641",3641,"AT5G58580"
"1219",1219,"AT2G22740"
"3571",3571,"AT5G54240"
"1170",1170,"AT2G19380"
"1304",1304,"AT2G28970"
"819",819,"AT1G67970"
"1034",1034,"AT1G80840"
"1455",1455,"AT2G37920"
"2773",2773,"AT4G30320"
"3743",3743,"AT5G65205"
"3576",3576,"AT5G54520"
"41",41,"AT1G03650"
"1082",1082,"AT2G04805"
"2114",2114,"AT3G48610"
"3566",3566,"AT5G54040"
"1364",1364,"AT2G32840"
"1530",1530,"AT2G42760"
"913",913,"AT1G73130"
"941",941,"AT1G74150"
"914",914,"AT1G73160"
"1173",1173,"AT2G19660"
"2919",2919,"AT5G01490"
"1308",1308,"AT2G29260"
"1029",1029,"AT1G80450"
"3779",3779,"ATCG00280"
"1077",1077,"AT2G04530"
"1564",1564,"AT2G44798"
"1549",1549,"AT2G43800"
"1141",1141,"AT2G16050"
"1756",1756,"AT3G09275"
"2630",2630,"AT4G21170"
"1100",1100,"AT2G07675"
"361",361,"AT1G22403"
"1084",1084,"AT2G05120"
"2180",2180,"AT3G52340"
"812",812,"AT1G67780"
"2685",2685,"AT4G24320"
"2794",2794,"AT4G31800"
"3753",3753,"AT5G66130"
"3100",3100,"AT5G12360"
"3393",3393,"AT5G42655"
"2364",2364,"AT4G01026"
"1236",1236,"AT2G23620"
"2885",2885,"AT4G38650"
"1274",1274,"AT2G26520"
"2460",2460,"AT4G10560"
"729",729,"AT1G62510"
"635",635,"AT1G54840"
"3447",3447,"AT5G46510"
"1661",1661,"AT3G03460"
"1970",1970,"AT3G25740"
"854",854,"AT1G69935"
"1999",1999,"AT3G27884"
"120",120,"AT1G07119"
"932",932,"AT1G73750"
"2135",2135,"AT3G49730"
"3445",3445,"AT5G46115"
"1235",1235,"AT2G23530"
"1590",1590,"AT2G46320"
"3176",3176,"AT5G18950"
"209",209,"AT1G11540"
"3349",3349,"AT5G40100"
"3268",3268,"AT5G26040"
"1399",1399,"AT2G34980"
"3469",3469,"AT5G48130"
"60",60,"AT1G04310"
"47",47,"AT1G03950"
"2638",2638,"AT4G21430"
"3344",3344,"AT5G39900"
"365",365,"AT1G22980"
"371",371,"AT1G23160"
"660",660,"AT1G56345"
"979",979,"AT1G77280"
"2551",2551,"AT4G15890"
"756",756,"AT1G64455"
"2064",2064,"AT3G46540"
"2158",2158,"AT3G50850"
"3352",3352,"AT5G40320"
"2473",2473,"AT4G11530"
"1401",1401,"AT2G35035"
"1409",1409,"AT2G35430"
"1667",1667,"AT3G03680"
"3168",3168,"AT5G18590"
"1349",1349,"AT2G31870"
"1985",1985,"AT3G26612"
"577",577,"AT1G50745"
"1997",1997,"AT3G27670"
"3797",3797,"ATMG00285"
"2702",2702,"AT4G25610"
"3491",3491,"AT5G49320"
"1865",1865,"AT3G17470"
"1405",1405,"AT2G35210"
"89",89,"AT1G05630"
"127",127,"AT1G07485"
"3746",3746,"AT5G65450"
"11",11,"AT1G01580"
"631",631,"AT1G54530"
"543",543,"AT1G48390"
"694",694,"AT1G60990"
"346",346,"AT1G20690"
"1230",1230,"AT2G23348"
"1206",1206,"AT2G21640"
"3708",3708,"AT5G62940"
"1267",1267,"AT2G25737"
"920",920,"AT1G73320"
"2332",2332,"AT3G62760"
"3253",3253,"AT5G24900"
"3347",3347,"AT5G39980"
"2150",2150,"AT3G50430"
"2143",2143,"AT3G50200"
"1368",1368,"AT2G33051"
"1366",1366,"AT2G32990"
"2096",2096,"AT3G47960"
"3077",3077,"AT5G10600"
"3550",3550,"AT5G53060"
"91",91,"AT1G05687"
"632",632,"AT1G54570"
"403",403,"AT1G26730"
"3031",3031,"AT5G07710"
"1247",1247,"AT2G24395"
"3290",3290,"AT5G28646"
"1725",1725,"AT3G07425"
"2926",2926,"AT5G01700"
"3439",3439,"AT5G45610"
"2767",2767,"AT4G29920"
"2901",2901,"AT4G39810"
"970",970,"AT1G76390"
"164",164,"AT1G09023"
"3156",3156,"AT5G17800"
"946",946,"AT1G74390"
"3578",3578,"AT5G54569"
"1930",1930,"AT3G21810"
"3225",3225,"AT5G23120"
"2031",2031,"AT3G42860"
"1827",1827,"AT3G14770"
"1606",1606,"AT2G47260"
"1955",1955,"AT3G24463"
"168",168,"AT1G09195"
"1122",1122,"AT2G13600"
"2832",2832,"AT4G34420"
"2267",2267,"AT3G58850"
"2309",2309,"AT3G61320"
"678",678,"AT1G59840"
"884",884,"AT1G71460"
"3559",3559,"AT5G53730"
"218",218,"AT1G12244"
"241",241,"AT1G13780"
"1329",1329,"AT2G30890"
"3315",3315,"AT5G37340"
"3752",3752,"AT5G65990"
"3535",3535,"AT5G52030"
"2034",2034,"AT3G43580"
"2932",2932,"AT5G01895"
"699",699,"AT1G61215"
"883",883,"AT1G71380"
"743",743,"AT1G63250"
"1487",1487,"AT2G40008"
"2067",2067,"AT3G46668"
"621",621,"AT1G53887"
"2530",2530,"AT4G14840"
"1838",1838,"AT3G15540"
"833",833,"AT1G68795"
"3006",3006,"AT5G06390"
"1974",1974,"AT3G26050"
"2549",2549,"AT4G15820"
"444",444,"AT1G29730"
"2070",2070,"AT3G46790"
"1199",1199,"AT2G21130"
"1298",1298,"AT2G28470"
"1779",1779,"AT3G10960"
"1338",1338,"AT2G31170"
"3549",3549,"AT5G53050"
"1848",1848,"AT3G16150"
"3670",3670,"AT5G60430"
"1090",1090,"AT2G05910"
"1871",1871,"AT3G18050"
"1093",1093,"AT2G07325"
"3036",3036,"AT5G07810"
"1427",1427,"AT2G36650"
"2836",2836,"AT4G34950"
"2118",2118,"AT3G48900"
"3186",3186,"AT5G19660"
"2738",2738,"AT4G27910"
"889",889,"AT1G71720"
"287",287,"AT1G16820"
"2420",2420,"AT4G04670"
"585",585,"AT1G51350"
"181",181,"AT1G09863"
"1426",1426,"AT2G36570"
"521",521,"AT1G44350"
"2129",2129,"AT3G49510"
"428",428,"AT1G28390"
"1844",1844,"AT3G15890"
"327",327,"AT1G19020"
"374",374,"AT1G23560"
"19",19,"AT1G02020"
"2970",2970,"AT5G03690"
"601",601,"AT1G52240"
"2718",2718,"AT4G26555"
"119",119,"AT1G07000"
"2795",2795,"AT4G31980"
"1499",1499,"AT2G40960"
"647",647,"AT1G55450"
"2447",2447,"AT4G09560"
"568",568,"AT1G49832"
"1194",1194,"AT2G20815"
"1565",1565,"AT2G44850"
"3555",3555,"AT5G53320"
"2583",2583,"AT4G18270"
"1591",1591,"AT2G46430"
"268",268,"AT1G15700"
"3702",3702,"AT5G62280"
"2827",2827,"AT4G34090"
"2149",2149,"AT3G50380"
"1425",1425,"AT2G36470"
"671",671,"AT1G59359"
"1713",1713,"AT3G06600"
"2909",2909,"AT5G01030"
"3542",3542,"AT5G52570"
"2887",2887,"AT4G38730"
"2389",2389,"AT4G02425"
"2456",2456,"AT4G10400"
"2947",2947,"AT5G02400"
"1801",1801,"AT3G13061"
"957",957,"AT1G74930"
"591",591,"AT1G51640"
"1544",1544,"AT2G43375"
"2555",2555,"AT4G16162"
"1583",1583,"AT2G46060"
"2156",2156,"AT3G50770"
"1820",1820,"AT3G14360"
"2321",2321,"AT3G62000"
"1212",1212,"AT2G22240"
"1783",1783,"AT3G11440"
"1709",1709,"AT3G06360"
"1400",1400,"AT2G35030"
"199",199,"AT1G10610"
"1407",1407,"AT2G35360"
"2674",2674,"AT4G23920"
"1107",1107,"AT2G07787"
"2429",2429,"AT4G06135"
"3211",3211,"AT5G22110"
"3409",3409,"AT5G43890"
"2275",2275,"AT3G59120"
"1083",1083,"AT2G04842"
"80",80,"AT1G05310"
"1022",1022,"AT1G79640"
"523",523,"AT1G44970"
"2723",2723,"AT4G26980"
"2589",2589,"AT4G18490"
"3430",3430,"AT5G45250"
"1982",1982,"AT3G26400"
"2101",2101,"AT3G48187"
"1824",1824,"AT3G14570"
"2400",2400,"AT4G03250"
"62",62,"AT1G04360"
"3248",3248,"AT5G24470"
"3263",3263,"AT5G25450"
"590",590,"AT1G51520"
"250",250,"AT1G14190"
"65",65,"AT1G04540"
"1063",1063,"AT2G03270"
"1216",1216,"AT2G22620"
"869",869,"AT1G70630"
"1730",1730,"AT3G07550"
"2055",2055,"AT3G45260"
"804",804,"AT1G67420"
"2106",2106,"AT3G48425"
"628",628,"AT1G54350"
"3697",3697,"AT5G61930"
"3747",3747,"AT5G65560"
"2337",2337,"AT3G63445"
"34",34,"AT1G03190"
"1944",1944,"AT3G23610"
"2117",2117,"AT3G48830"
"2998",2998,"AT5G05580"
"2249",2249,"AT3G57580"
"223",223,"AT1G12430"
"2380",2380,"AT4G01930"
"3401",3401,"AT5G43330"
"2009",2009,"AT3G28580"
"3300",3300,"AT5G35450"
"912",912,"AT1G73090"
"3371",3371,"AT5G41320"
"1305",1305,"AT2G28990"
"455",455,"AT1G30420"
"1465",1465,"AT2G38300"
"2668",2668,"AT4G23500"
"439",439,"AT1G29200"
"3201",3201,"AT5G20820"
"3359",3359,"AT5G40645"
"1560",1560,"AT2G44600"
"3389",3389,"AT5G42370"
"3159",3159,"AT5G17880"
"1581",1581,"AT2G45870"
"1339",1339,"AT2G31230"
"9",9,"AT1G01450"
"1410",1410,"AT2G35500"
"2560",2560,"AT4G16570"
"1967",1967,"AT3G25597"
"3692",3692,"AT5G61560"
"934",934,"AT1G73780"
"325",325,"AT1G18940"
"176",176,"AT1G09710"
"3097",3097,"AT5G11780"
"2094",2094,"AT3G47830"
"668",668,"AT1G58223"
"1040",1040,"AT2G01290"
"750",750,"AT1G63740"
"3444",3444,"AT5G46090"
"1443",1443,"AT2G37460"
"106",106,"AT1G06460"
"778",778,"AT1G65900"
"2204",2204,"AT3G53920"
"734",734,"AT1G62840"
"644",644,"AT1G55370"
"1252",1252,"AT2G24630"
"517",517,"AT1G43980"
"372",372,"AT1G23180"
"3579",3579,"AT5G54585"
"741",741,"AT1G63230"
"458",458,"AT1G30520"
"489",489,"AT1G33340"
"1677",1677,"AT3G04260"
"1258",1258,"AT2G25050"
"1331",1331,"AT2G30942"
"1418",1418,"AT2G35800"
"2492",2492,"AT4G12330"
"417",417,"AT1G27430"
"843",843,"AT1G69400"
"2966",2966,"AT5G03420"
"3197",3197,"AT5G20380"
"848",848,"AT1G69690"
"1860",1860,"AT3G16890"
"92",92,"AT1G05700"
"3676",3676,"AT5G60860"
"3791",3791,"ATCG01090"
"2214",2214,"AT3G54820"
"895",895,"AT1G72220"
"2155",2155,"AT3G50760"
"1390",1390,"AT2G34355"
"2126",2126,"AT3G49380"
"878",878,"AT1G71015"
"1123",1123,"AT2G13660"
"1111",1111,"AT2G08685"
"3723",3723,"AT5G63710"
"3261",3261,"AT5G25340"
"1388",1388,"AT2G34200"
"2986",2986,"AT5G04960"
"2141",2141,"AT3G50100"
"512",512,"AT1G43160"
"1353",1353,"AT2G32020"
"2859",2859,"AT4G36710"
"2898",2898,"AT4G39740"
"530",530,"AT1G45248"
"3643",3643,"AT5G58690"
"3650",3650,"AT5G59220"
"571",571,"AT1G49980"
"1805",1805,"AT3G13420"
"3421",3421,"AT5G44900"
"3155",3155,"AT5G17790"
"873",873,"AT1G70750"
"2226",2226,"AT3G55720"
"319",319,"AT1G18560"
"3733",3733,"AT5G64690"
"1920",1920,"AT3G20930"
"1049",1049,"AT2G02020"
"909",909,"AT1G72940"
"3256",3256,"AT5G24990"
"3415",3415,"AT5G44260"
"343",343,"AT1G20480"
"2797",2797,"AT4G32190"
"3265",3265,"AT5G25580"
"2907",2907,"AT4G40070"
"2814",2814,"AT4G33040"
"3360",3360,"AT5G40820"
"3427",3427,"AT5G45115"
"853",853,"AT1G69930"
"426",426,"AT1G28080"
"312",312,"AT1G18290"
"2776",2776,"AT4G30470"
"2644",2644,"AT4G21820"
"6",6,"AT1G01180"
"2485",2485,"AT4G12030"
"3106",3106,"AT5G13770"
"2615",2615,"AT4G20000"
"2329",2329,"AT3G62260"
"1312",1312,"AT2G29670"
"1635",1635,"AT3G01830"
"2053",2053,"AT3G45050"
"3042",3042,"AT5G08110"
"1706",1706,"AT3G06150"
"2084",2084,"AT3G47480"
"3426",3426,"AT5G45080"
"525",525,"AT1G45150"
"30",30,"AT1G02970"
"1702",1702,"AT3G05932"
"864",864,"AT1G70500"
"1662",1662,"AT3G03495"
"1143",1143,"AT2G16385"
"3189",3189,"AT5G19790"
"715",715,"AT1G61760"
"384",384,"AT1G24320"
"2372",2372,"AT4G01533"
"955",955,"AT1G74860"
"2875",2875,"AT4G37890"
"861",861,"AT1G70360"
"3495",3495,"AT5G49700"
"1179",1179,"AT2G20100"
"97",97,"AT1G05900"
"3474",3474,"AT5G48330"
"1625",1625,"AT3G01295"
"308",308,"AT1G18140"
"1524",1524,"AT2G42395"
"2045",2045,"AT3G44610"
"3685",3685,"AT5G61370"
"5",5,"AT1G01140"
"1205",1205,"AT2G21630"
"3035",3035,"AT5G07790"
"1914",1914,"AT3G20600"
"108",108,"AT1G06490"
"3348",3348,"AT5G40000"
"904",904,"AT1G72860"
"3220",3220,"AT5G22788"
"410",410,"AT1G27170"
"2835",2835,"AT4G34880"
"3790",3790,"ATCG01040"
"3422",3422,"AT5G44910"
"2470",2470,"AT4G11330"
"3795",3795,"ATMG00210"
"2028",2028,"AT3G42630"
"637",637,"AT1G55110"
"501",501,"AT1G34760"
"2897",2897,"AT4G39700"
"188",188,"AT1G10070"
"63",63,"AT1G04420"
"2911",2911,"AT5G01170"
"3488",3488,"AT5G48960"
"1161",1161,"AT2G18690"
"682",682,"AT1G60360"
"3",3,"AT1G01080"
"2521",2521,"AT4G14210"
"284",284,"AT1G16590"
"2286",2286,"AT3G59870"
"673",673,"AT1G59560"
"351",351,"AT1G21150"
"793",793,"AT1G66810"
"2766",2766,"AT4G29890"
"3556",3556,"AT5G53370"
"1438",1438,"AT2G37310"
"1416",1416,"AT2G35750"
"1440",1440,"AT2G37362"
"235",235,"AT1G13330"
"3570",3570,"AT5G54180"
"950",950,"AT1G74590"
"3667",3667,"AT5G60250"
"1819",1819,"AT3G14340"
"2351",2351,"AT4G00590"
"1739",1739,"AT3G08000"
"1067",1067,"AT2G03530"
"110",110,"AT1G06660"
"2317",2317,"AT3G61780"
"2599",2599,"AT4G19060"
"2894",2894,"AT4G39470"
"98",98,"AT1G05950"
"2851",2851,"AT4G36120"
"529",529,"AT1G45231"
"1619",1619,"AT2G48075"
"2262",2262,"AT3G58650"
"3152",3152,"AT5G17570"
"1807",1807,"AT3G13590"
"1264",1264,"AT2G25680"
"3642",3642,"AT5G58660"
"406",406,"AT1G26970"
"2905",2905,"AT4G40000"
"1976",1976,"AT3G26085"
"2733",2733,"AT4G27590"
"1281",1281,"AT2G27150"
"1086",1086,"AT2G05180"
"1031",1031,"AT1G80630"
"1196",1196,"AT2G20950"
"771",771,"AT1G65420"
"3361",3361,"AT5G40840"
"3508",3508,"AT5G50820"
"2459",2459,"AT4G10550"
"2323",2323,"AT3G62070"
"901",901,"AT1G72530"
"2436",2436,"AT4G07455"
"3798",3798,"ATMG00480"
"3592",3592,"AT5G55540"
"2038",2038,"AT3G44120"
"2724",2724,"AT4G27100"
"2597",2597,"AT4G18940"
"570",570,"AT1G49960"
"872",872,"AT1G70740"
"2285",2285,"AT3G59850"
"2036",2036,"AT3G43920"
"3534",3534,"AT5G52010"
"2618",2618,"AT4G20140"
"500",500,"AT1G34570"
"421",421,"AT1G27740"
"385",385,"AT1G24330"
"2871",2871,"AT4G37608"
"1024",1024,"AT1G80030"
"1371",1371,"AT2G33250"
"3732",3732,"AT5G64630"
"456",456,"AT1G30473"
"1710",1710,"AT3G06370"
"1580",1580,"AT2G45770"
"1276",1276,"AT2G26540"
"3671",3671,"AT5G60610"
"704",704,"AT1G61360"
"2235",2235,"AT3G56060"
"1074",1074,"AT2G04270"
"1745",1745,"AT3G08570"
"2790",2790,"AT4G31250"
"775",775,"AT1G65710"
"3293",3293,"AT5G33280"
"731",731,"AT1G62590"
"1453",1453,"AT2G37820"
"3706",3706,"AT5G62760"
"3531",3531,"AT5G51795"
"2889",2889,"AT4G39030"
"227",227,"AT1G12710"
"3057",3057,"AT5G09285"
"2760",2760,"AT4G29540"
"3339",3339,"AT5G39785"
"1177",1177,"AT2G19930"
"3771",3771,"AT5G67570"
"649",649,"AT1G55610"
"2468",2468,"AT4G11280"
"1386",1386,"AT2G34060"
"2920",2920,"AT5G01510"
"1055",1055,"AT2G02590"
"2765",2765,"AT4G29780"
"1879",1879,"AT3G18350"
"611",611,"AT1G53110"
"1361",1361,"AT2G32450"
"2675",2675,"AT4G23940"
"3786",3786,"ATCG00680"
"1877",1877,"AT3G18295"
"1681",1681,"AT3G04440"
"927",927,"AT1G73580"
"3299",3299,"AT5G35410"
"195",195,"AT1G10480"
"2656",2656,"AT4G22760"
"2360",2360,"AT4G00900"
"405",405,"AT1G26900"
"1089",1089,"AT2G05760"
"3126",3126,"AT5G15710"
"1144",1144,"AT2G16390"
"1579",1579,"AT2G45750"
"1806",1806,"AT3G13480"
"1992",1992,"AT3G27475"
"1887",1887,"AT3G18710"
"719",719,"AT1G62050"
"3131",3131,"AT5G15950"
"2621",2621,"AT4G20740"
"1197",1197,"AT2G20960"
"2687",2687,"AT4G24460"
"834",834,"AT1G68830"
"443",443,"AT1G29710"
"240",240,"AT1G13700"
"1155",1155,"AT2G17970"
"307",307,"AT1G18090"
"2146",2146,"AT3G50280"
"3504",3504,"AT5G50440"
"234",234,"AT1G13270"
"2952",2952,"AT5G02620"
"3608",3608,"AT5G56600"
"2631",2631,"AT4G21180"
"82",82,"AT1G05385"
"3428",3428,"AT5G45160"
"1629",1629,"AT3G01515"
"1575",1575,"AT2G45500"
"2841",2841,"AT4G35540"
"2120",2120,"AT3G49000"
"3150",3150,"AT5G17370"
"662",662,"AT1G56630"
"1768",1768,"AT3G10070"
"2299",2299,"AT3G60520"
"700",700,"AT1G61260"
"101",101,"AT1G06270"
"1047",1047,"AT2G01905"
"148",148,"AT1G08315"
"3362",3362,"AT5G40880"
"2750",2750,"AT4G28790"
"3494",3494,"AT5G49610"
"2641",2641,"AT4G21585"
"266",266,"AT1G15610"
"279",279,"AT1G16330"
"146",146,"AT1G08180"
"380",380,"AT1G24095"
"2348",2348,"AT4G00380"
"3325",3325,"AT5G38210"
"3118",3118,"AT5G15010"
"3395",3395,"AT5G42900"
"169",169,"AT1G09247"
"194",194,"AT1G10460"
"1960",1960,"AT3G24760"
"2617",2617,"AT4G20130"
"1208",1208,"AT2G21830"
"2844",2844,"AT4G35870"
"1157",1157,"AT2G18245"
"2179",2179,"AT3G52180"
"2993",2993,"AT5G05365"
"3350",3350,"AT5G40160"
"2899",2899,"AT4G39770"
"3418",3418,"AT5G44520"
"800",800,"AT1G67190"
"3337",3337,"AT5G39670"
"2982",2982,"AT5G04820"
"2083",2083,"AT3G47450"
"2396",2396,"AT4G03090"
"2579",2579,"AT4G18010"
"3655",3655,"AT5G59680"
"297",297,"AT1G17640"
