"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
1.317886215032e-09,130,858,"Protein transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G39510 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11890 AT1G15880 AT1G29330 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G71980 AT1G79280 AT1G80670 AT2G02040 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT2G46470 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT4G00355 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G54030 AT2G19080 AT3G48870 AT3G63130"
1.60139379861786e-09,322,2738,"Transport ","AT1G01910 AT1G01960 AT1G02335 AT1G05360 AT1G06400 AT1G07030 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G11260 AT1G11890 AT1G15880 AT1G17530 AT1G20840 AT1G21900 AT1G22200 AT1G23080 AT1G25530 AT1G26690 AT1G29310 AT1G29330 AT1G30890 AT1G31780 AT1G33110 AT1G36050 AT1G52280 AT1G52360 AT1G52710 AT1G53760 AT1G54990 AT1G61890 AT1G67680 AT1G70300 AT1G70940 AT1G72710 AT1G73590 AT1G75220 AT1G79590 AT1G79990 AT2G01420 AT2G01600 AT2G03240 AT2G07671 AT2G14720 AT2G19680 AT2G20890 AT2G25430 AT2G29700 AT2G35190 AT2G35795 AT2G36900 AT2G37975 AT2G37990 AT2G43950 AT2G45000 AT2G45200 AT2G45990 AT2G47000 AT2G47160 AT2G48020 AT3G05290 AT3G05420 AT3G06720 AT3G06960 AT3G07910 AT3G08510 AT3G08650 AT3G09900 AT3G11530 AT3G11730 AT3G13670 AT3G16480 AT3G18830 AT3G19930 AT3G20870 AT3G21260 AT3G22950 AT3G23560 AT3G24300 AT3G26670 AT3G26935 AT3G27100 AT3G28715 AT3G43300 AT3G46830 AT3G47220 AT3G49100 AT3G49560 AT3G52850 AT3G54085 AT3G54300 AT3G54840 AT3G55020 AT3G59020 AT3G59500 AT3G62560 AT3G63460 AT4G00026 AT4G02050 AT4G02510 AT4G03560 AT4G04910 AT4G09720 AT4G14160 AT4G14500 AT4G16143 AT4G17730 AT4G17890 AT4G20410 AT4G21560 AT4G24840 AT4G26670 AT4G27080 AT4G27640 AT4G28540 AT4G31490 AT4G32285 AT4G32910 AT4G36520 AT4G40042 AT5G01600 AT5G02280 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G13070 AT5G16150 AT5G16830 AT5G19820 AT5G22360 AT5G22950 AT5G23395 AT5G24650 AT5G27520 AT5G35080 AT5G35200 AT5G39510 AT5G40670 AT5G40890 AT5G42570 AT5G43320 AT5G44560 AT5G45750 AT5G46750 AT5G46800 AT5G46860 AT5G50300 AT5G53570 AT5G57090 AT5G59150 AT5G59840 AT5G63850 AT1G04260 AT1G04940 AT1G06890 AT1G08770 AT1G15960 AT1G43700 AT1G55190 AT1G77610 AT2G02040 AT2G26900 AT2G36910 AT2G40380 AT3G12740 AT3G13720 AT3G53110 AT3G54900 AT3G56110 AT4G13350 AT4G23010 AT4G39080 AT4G39390 AT5G06140 AT5G07110 AT5G08120 AT5G41760 AT5G41950 AT5G46630 AT5G54800 ATCG01280 AT1G01490 AT1G05785 AT1G07020 AT1G07670 AT1G10380 AT1G11400 AT1G21140 AT1G22710 AT1G23020 AT1G26440 AT1G30270 AT1G33040 AT1G48230 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G64200 AT1G66260 AT1G70190 AT1G70330 AT1G71980 AT1G72820 AT1G76030 AT1G78000 AT1G78920 AT1G79280 AT1G80460 AT1G80670 AT2G04030 AT2G17500 AT2G18196 AT2G18370 AT2G21520 AT2G27600 AT2G30060 AT2G37550 AT2G37678 AT2G37870 AT2G39210 AT2G39970 AT2G43160 AT2G45810 AT2G46470 AT3G05280 AT3G05920 AT3G07100 AT3G11320 AT3G12030 AT3G12180 AT3G13870 AT3G19960 AT3G24450 AT3G27080 AT3G48570 AT3G49310 AT3G49470 AT3G56950 AT3G58170 AT3G58600 AT3G61050 AT3G61240 AT4G00355 AT4G00660 AT4G00910 AT4G01430 AT4G01450 AT4G03240 AT4G04620 AT4G11380 AT4G14455 AT4G15780 AT4G16380 AT4G24280 AT4G24550 AT4G28040 AT4G31730 AT4G32260 AT4G32390 AT4G32400 AT4G32760 AT4G35060 AT4G35410 AT4G36640 AT5G02100 AT5G04160 AT5G04850 AT5G11230 AT5G11490 AT5G17290 AT5G19980 AT5G25760 AT5G27490 AT5G42960 AT5G44790 AT5G50920 AT5G56020 AT5G57110 AT5G57460 AT5G58590 AT5G59420 AT5G61500 AT5G62290 AT5G63640 AT5G64500 AT5G65650 ATCG00480 ATMG01190 AT1G22530 AT1G30690 AT2G30766 AT3G51670 AT4G09160 AT4G30260 AT5G04950 AT1G10290 AT1G54030 AT1G69960 AT1G78100 AT1G78560 AT1G78570 AT2G17990 AT2G19080 AT3G30350 AT4G04950 AT4G07410 AT4G29810 AT4G38430 AT5G13930 AT5G48160 AT5G54310 AT2G42810 AT3G48870 AT1G08820 AT3G63130 AT4G26610 AT4G33090 AT4G36760 AT5G66030"
2.13748945268714e-09,130,866,"Establishment of protein localization ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT2G46470 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G39510 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11890 AT1G15880 AT1G29330 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G71980 AT1G79280 AT1G80670 AT2G02040 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT4G00355 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G54030 AT2G19080 AT3G48870 AT3G63130"
2.84007230149698e-09,147,1025,"Protein localization ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G29330 AT1G52280 AT1G52360 AT1G63110 AT1G67680 AT1G79590 AT1G79990 AT2G01970 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37678 AT2G37990 AT2G45000 AT2G46470 AT2G47900 AT3G06720 AT3G07910 AT3G09900 AT3G11530 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54220 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09550 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G18680 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G37310 AT5G39510 AT5G42570 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G22125 AT3G30350 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11890 AT1G15880 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G71980 AT1G75760 AT1G79280 AT1G80670 AT2G02040 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT4G00355 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT4G38790 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G22530 AT1G30690 AT3G51670 AT4G09160 AT1G54030 AT2G19080 AT3G48870 AT3G63130"
3.38079236977343e-09,345,3000,"Localization ","AT1G01910 AT1G01960 AT1G02335 AT1G03140 AT1G05360 AT1G06400 AT1G07030 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G11260 AT1G11890 AT1G15880 AT1G17530 AT1G20840 AT1G21140 AT1G21900 AT1G22200 AT1G23080 AT1G25530 AT1G26690 AT1G29310 AT1G29330 AT1G30890 AT1G31780 AT1G33110 AT1G36050 AT1G52280 AT1G52360 AT1G52710 AT1G53760 AT1G54990 AT1G61890 AT1G63110 AT1G67680 AT1G70300 AT1G70940 AT1G72710 AT1G73590 AT1G75220 AT1G75840 AT1G79590 AT1G79990 AT2G01420 AT2G01600 AT2G01970 AT2G03240 AT2G07671 AT2G14720 AT2G17800 AT2G19680 AT2G20890 AT2G25430 AT2G29700 AT2G35190 AT2G35795 AT2G36900 AT2G37678 AT2G37975 AT2G37990 AT2G43950 AT2G45000 AT2G45200 AT2G45990 AT2G46470 AT2G47000 AT2G47160 AT2G47900 AT2G48020 AT3G05290 AT3G05420 AT3G06720 AT3G06960 AT3G07910 AT3G08510 AT3G08650 AT3G09900 AT3G11530 AT3G11730 AT3G13670 AT3G16480 AT3G18830 AT3G19930 AT3G20870 AT3G21260 AT3G22950 AT3G23560 AT3G24300 AT3G26670 AT3G26935 AT3G27100 AT3G28715 AT3G43300 AT3G46830 AT3G47220 AT3G49100 AT3G49560 AT3G51720 AT3G52850 AT3G54085 AT3G54220 AT3G54300 AT3G54840 AT3G55020 AT3G59020 AT3G59500 AT3G62560 AT3G63460 AT4G00026 AT4G02050 AT4G02510 AT4G03560 AT4G04910 AT4G09550 AT4G09720 AT4G14160 AT4G14500 AT4G16143 AT4G17730 AT4G17890 AT4G20410 AT4G21560 AT4G24840 AT4G26670 AT4G27080 AT4G27640 AT4G28540 AT4G31490 AT4G32285 AT4G32910 AT4G35020 AT4G36520 AT4G40042 AT5G01600 AT5G02280 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G13070 AT5G16150 AT5G16830 AT5G18680 AT5G19820 AT5G22360 AT5G22950 AT5G23395 AT5G24650 AT5G27520 AT5G35080 AT5G35200 AT5G37310 AT5G39510 AT5G40670 AT5G40890 AT5G42570 AT5G43320 AT5G44560 AT5G45750 AT5G46750 AT5G46800 AT5G46860 AT5G50300 AT5G53570 AT5G57090 AT5G59150 AT5G59840 AT5G62880 AT5G63850 AT1G04260 AT1G04940 AT1G06890 AT1G08770 AT1G15960 AT1G43700 AT1G55190 AT1G77610 AT2G02040 AT2G22125 AT2G26900 AT2G36910 AT2G40380 AT3G05500 AT3G12740 AT3G13720 AT3G30350 AT3G53110 AT3G54900 AT3G56110 AT4G13350 AT4G23010 AT4G39080 AT4G39390 AT5G06140 AT5G07110 AT5G08120 AT5G41760 AT5G41950 AT5G46630 AT5G54800 ATCG01280 AT1G01490 AT1G05785 AT1G07020 AT1G07670 AT1G10380 AT1G11400 AT1G22710 AT1G23020 AT1G26440 AT1G30270 AT1G33040 AT1G48230 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G64200 AT1G66260 AT1G70190 AT1G70330 AT1G71980 AT1G72820 AT1G75760 AT1G76030 AT1G78000 AT1G78920 AT1G79280 AT1G80460 AT1G80670 AT2G04030 AT2G17500 AT2G18196 AT2G18370 AT2G21520 AT2G27600 AT2G30060 AT2G37550 AT2G37870 AT2G39210 AT2G39970 AT2G43160 AT2G45810 AT3G05280 AT3G05920 AT3G07100 AT3G11320 AT3G12030 AT3G12180 AT3G13870 AT3G19960 AT3G24450 AT3G27080 AT3G48570 AT3G49310 AT3G49470 AT3G56950 AT3G58170 AT3G58600 AT3G61050 AT3G61240 AT4G00355 AT4G00660 AT4G00910 AT4G01430 AT4G01450 AT4G03240 AT4G04620 AT4G11380 AT4G14455 AT4G15780 AT4G16380 AT4G24280 AT4G24550 AT4G28040 AT4G31730 AT4G32260 AT4G32390 AT4G32400 AT4G32760 AT4G35060 AT4G35410 AT4G36640 AT4G38790 AT5G02100 AT5G04160 AT5G04850 AT5G11230 AT5G11490 AT5G17290 AT5G19980 AT5G25760 AT5G27490 AT5G42960 AT5G44790 AT5G50920 AT5G56020 AT5G57110 AT5G57460 AT5G58590 AT5G59420 AT5G61500 AT5G62290 AT5G63640 AT5G64500 AT5G65650 ATCG00480 ATMG01190 AT1G22530 AT1G30690 AT2G30766 AT3G51670 AT4G09160 AT4G30260 AT5G04950 AT1G10290 AT1G34350 AT1G54030 AT1G69960 AT1G78100 AT1G78560 AT1G78570 AT2G17990 AT2G19080 AT2G22330 AT3G07160 AT3G54640 AT4G04950 AT4G07410 AT4G29810 AT4G30996 AT4G38430 AT4G39950 AT5G13930 AT5G48160 AT5G54310 AT2G42810 AT3G48870 AT1G08820 AT3G63130 AT4G26610 AT4G33090 AT4G36760 AT5G66030"
4.55778222823149e-09,323,2779,"Establishment of localization ","AT1G01910 AT1G01960 AT1G02335 AT1G05360 AT1G06400 AT1G07030 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G11260 AT1G11890 AT1G15880 AT1G17530 AT1G20840 AT1G21900 AT1G22200 AT1G23080 AT1G25530 AT1G26690 AT1G29310 AT1G29330 AT1G30890 AT1G31780 AT1G33110 AT1G36050 AT1G52280 AT1G52360 AT1G52710 AT1G53760 AT1G54990 AT1G61890 AT1G67680 AT1G70300 AT1G70940 AT1G72710 AT1G73590 AT1G75220 AT1G79590 AT1G79990 AT2G01420 AT2G01600 AT2G03240 AT2G07671 AT2G14720 AT2G19680 AT2G20890 AT2G25430 AT2G29700 AT2G35190 AT2G35795 AT2G36900 AT2G37975 AT2G37990 AT2G43950 AT2G45000 AT2G45200 AT2G45990 AT2G46470 AT2G47000 AT2G47160 AT2G48020 AT3G05290 AT3G05420 AT3G06720 AT3G06960 AT3G07910 AT3G08510 AT3G08650 AT3G09900 AT3G11530 AT3G11730 AT3G13670 AT3G16480 AT3G18830 AT3G19930 AT3G20870 AT3G21260 AT3G22950 AT3G23560 AT3G24300 AT3G26670 AT3G26935 AT3G27100 AT3G28715 AT3G43300 AT3G46830 AT3G47220 AT3G49100 AT3G49560 AT3G51720 AT3G52850 AT3G54085 AT3G54300 AT3G54840 AT3G55020 AT3G59020 AT3G59500 AT3G62560 AT3G63460 AT4G00026 AT4G02050 AT4G02510 AT4G03560 AT4G04910 AT4G09720 AT4G14160 AT4G14500 AT4G16143 AT4G17730 AT4G17890 AT4G20410 AT4G21560 AT4G24840 AT4G26670 AT4G27080 AT4G27640 AT4G28540 AT4G31490 AT4G32285 AT4G32910 AT4G36520 AT4G40042 AT5G01600 AT5G02280 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G13070 AT5G16150 AT5G16830 AT5G19820 AT5G22360 AT5G22950 AT5G23395 AT5G24650 AT5G27520 AT5G35080 AT5G35200 AT5G39510 AT5G40670 AT5G40890 AT5G42570 AT5G43320 AT5G44560 AT5G45750 AT5G46750 AT5G46800 AT5G46860 AT5G50300 AT5G53570 AT5G57090 AT5G59150 AT5G59840 AT5G63850 AT1G04260 AT1G04940 AT1G06890 AT1G08770 AT1G15960 AT1G43700 AT1G55190 AT1G77610 AT2G02040 AT2G26900 AT2G36910 AT2G40380 AT3G12740 AT3G13720 AT3G53110 AT3G54900 AT3G56110 AT4G13350 AT4G23010 AT4G39080 AT4G39390 AT5G06140 AT5G07110 AT5G08120 AT5G41760 AT5G41950 AT5G46630 AT5G54800 ATCG01280 AT1G01490 AT1G05785 AT1G07020 AT1G07670 AT1G10380 AT1G11400 AT1G21140 AT1G22710 AT1G23020 AT1G26440 AT1G30270 AT1G33040 AT1G48230 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G64200 AT1G66260 AT1G70190 AT1G70330 AT1G71980 AT1G72820 AT1G76030 AT1G78000 AT1G78920 AT1G79280 AT1G80460 AT1G80670 AT2G04030 AT2G17500 AT2G18196 AT2G18370 AT2G21520 AT2G27600 AT2G30060 AT2G37550 AT2G37678 AT2G37870 AT2G39210 AT2G39970 AT2G43160 AT2G45810 AT3G05280 AT3G05920 AT3G07100 AT3G11320 AT3G12030 AT3G12180 AT3G13870 AT3G19960 AT3G24450 AT3G27080 AT3G48570 AT3G49310 AT3G49470 AT3G56950 AT3G58170 AT3G58600 AT3G61050 AT3G61240 AT4G00355 AT4G00660 AT4G00910 AT4G01430 AT4G01450 AT4G03240 AT4G04620 AT4G11380 AT4G14455 AT4G15780 AT4G16380 AT4G24280 AT4G24550 AT4G28040 AT4G31730 AT4G32260 AT4G32390 AT4G32400 AT4G32760 AT4G35060 AT4G35410 AT4G36640 AT5G02100 AT5G04160 AT5G04850 AT5G11230 AT5G11490 AT5G17290 AT5G19980 AT5G25760 AT5G27490 AT5G42960 AT5G44790 AT5G50920 AT5G56020 AT5G57110 AT5G57460 AT5G58590 AT5G59420 AT5G61500 AT5G62290 AT5G63640 AT5G64500 AT5G65650 ATCG00480 ATMG01190 AT1G22530 AT1G30690 AT2G30766 AT3G51670 AT4G09160 AT4G30260 AT5G04950 AT1G10290 AT1G54030 AT1G69960 AT1G78100 AT1G78560 AT1G78570 AT2G17990 AT2G19080 AT3G30350 AT4G04950 AT4G07410 AT4G29810 AT4G38430 AT5G13930 AT5G48160 AT5G54310 AT2G42810 AT3G48870 AT1G08820 AT3G63130 AT4G26610 AT4G33090 AT4G36760 AT5G66030"
6.62621074452981e-09,173,1284,"Macromolecule localization ","AT1G01910 AT1G03140 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G29330 AT1G52280 AT1G52360 AT1G63110 AT1G67680 AT1G79590 AT1G79990 AT2G01970 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37678 AT2G37990 AT2G45000 AT2G46470 AT2G47900 AT3G05420 AT3G06720 AT3G06960 AT3G07910 AT3G09900 AT3G11530 AT3G11730 AT3G16480 AT3G21260 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54220 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09550 AT4G09720 AT4G14500 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G13070 AT5G16830 AT5G18680 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G37310 AT5G39510 AT5G42570 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G22125 AT3G05500 AT3G12740 AT3G30350 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11400 AT1G11890 AT1G15880 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G66260 AT1G71980 AT1G75760 AT1G79280 AT1G80670 AT2G02040 AT2G04030 AT2G18370 AT2G21520 AT2G27600 AT2G30060 AT2G37870 AT2G43160 AT2G45200 AT2G45810 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT3G61050 AT3G61240 AT4G00355 AT4G00660 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT4G36640 AT4G38790 AT5G02100 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G59420 AT5G61500 AT5G63640 AT5G64500 AT1G22530 AT1G30690 AT3G51670 AT4G09160 AT4G30260 AT1G34350 AT1G54030 AT2G19080 AT2G22330 AT3G07160 AT3G54640 AT4G39950 AT3G48870 AT3G63130"
9.98553613268403e-09,131,899,"Amide biosynthetic process ","AT1G01230 AT1G09430 AT1G14610 AT1G15920 AT1G17470 AT1G18070 AT1G22140 AT1G25350 AT1G31817 AT1G50480 AT1G60810 AT1G72550 AT1G78630 AT2G07696 AT2G20280 AT2G37940 AT2G38140 AT2G40660 AT2G41600 AT2G44065 AT3G02760 AT3G04600 AT3G25540 AT3G27740 AT3G56910 AT4G10320 AT4G20980 AT4G23620 AT4G24830 AT4G26300 AT4G26870 AT4G39880 AT5G09920 AT5G24490 AT5G25754 AT5G26710 AT5G26830 AT5G30510 AT5G38830 AT5G39800 AT5G39850 AT5G40080 AT5G42000 AT5G44320 AT5G27380 AT5G58220 AT1G06220 AT1G11400 AT1G11480 AT1G13950 AT1G15250 AT1G15390 AT1G26740 AT1G29070 AT1G29965 AT1G29970 AT1G30590 AT1G32130 AT1G35680 AT1G44770 AT1G48350 AT1G48410 AT1G49400 AT1G61580 AT1G64880 AT1G65440 AT1G70190 AT1G72730 AT1G73180 AT1G77750 AT1G77840 AT1G80620 AT2G07725 AT2G22540 AT2G27040 AT2G33840 AT2G38040 AT2G40290 AT2G42780 AT2G43030 AT2G45730 AT2G45810 AT3G03600 AT3G04230 AT3G05500 AT3G06320 AT3G07270 AT3G13120 AT3G17465 AT3G20260 AT3G22300 AT3G26360 AT3G27830 AT3G49100 AT3G54210 AT3G57490 AT3G59650 AT3G60240 AT3G61240 AT4G00660 AT4G11630 AT4G13780 AT4G20330 AT4G25880 AT4G30800 AT4G30930 AT4G31460 AT4G34620 AT5G05980 AT5G11750 AT5G14320 AT5G17870 AT5G27820 AT5G36880 AT5G37475 AT5G40950 AT5G43810 AT5G46160 AT5G53070 AT5G53330 AT5G54600 AT5G54940 AT5G55140 AT5G56680 AT5G64670 AT5G65220 ATCG00500 ATMG00080 AT1G09570 AT3G08730 AT3G16950"
2.78608863000881e-08,133,932,"Amide transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G21260 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G39510 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G02040 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11890 AT1G15880 AT1G26440 AT1G29330 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G71980 AT1G79280 AT1G80670 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT2G46470 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT4G00355 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G54030 AT1G78560 AT2G19080 AT3G48870 AT3G63130"
