"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
3.00277528302567e-08,95,594,"Intracellular protein transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G23395 AT5G24650 AT5G35080 AT5G39510 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT3G53110 ATCG01280 AT1G50670 AT1G60070 AT1G79280 AT3G07100 AT3G27080 AT3G48570 AT4G11380 AT4G14160 AT4G24550 AT4G31490 AT4G32760 AT4G35410 AT5G11490 AT5G42570 AT5G46630 AT5G63640 AT1G54030 AT2G04030 AT2G19080 AT3G54300 AT4G24280 AT5G06140 AT5G25760 AT5G50920 AT3G48870 AT3G63130 AT5G58590"
3.27247531467811e-08,160,1189,"Nitrogen compound transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G25530 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT3G05290 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G21260 AT3G22950 AT3G24300 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G27520 AT5G35080 AT5G39510 AT5G40670 AT5G40890 AT5G44560 AT5G45750 AT5G46800 AT5G46860 AT5G50300 AT5G53570 AT5G59150 AT5G59840 AT5G63850 AT1G04940 AT1G06890 AT1G77610 AT2G02040 AT3G53110 AT4G23010 AT4G39390 AT5G08120 ATCG01280 AT1G01960 AT1G11400 AT1G11890 AT1G15880 AT1G26440 AT1G29330 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G66260 AT1G70330 AT1G71980 AT1G79280 AT1G80670 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT2G45810 AT2G46470 AT3G07100 AT3G11320 AT3G12740 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT3G61240 AT4G00355 AT4G00660 AT4G01430 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G31730 AT4G32760 AT4G35410 AT5G04160 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G19980 AT5G22360 AT5G25760 AT5G41760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G54030 AT1G78560 AT2G19080 AT2G39970 AT3G48870 AT3G63130"
4.15805479928983e-08,130,912,"Peptide transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT3G06720 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G35080 AT5G39510 AT5G44560 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G02040 AT3G53110 AT5G08120 ATCG01280 AT1G01960 AT1G11890 AT1G15880 AT1G29330 AT1G31780 AT1G33040 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G71980 AT1G79280 AT1G80670 AT2G04030 AT2G21520 AT2G27600 AT2G30060 AT2G43160 AT2G45200 AT2G46470 AT3G07100 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT4G00355 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G32760 AT4G35410 AT5G04850 AT5G06140 AT5G11490 AT5G17290 AT5G22360 AT5G25760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G61500 AT5G63640 AT1G54030 AT2G19080 AT3G48870 AT3G63130"
4.45022368597101e-08,82,489,"Cellular amino acid metabolic process ","AT1G06570 AT1G14610 AT1G17745 AT1G25220 AT1G25350 AT1G31180 AT1G48850 AT1G58080 AT1G72550 AT1G75180 AT1G75330 AT2G05830 AT2G14170 AT2G27450 AT2G39020 AT2G40660 AT3G02760 AT3G04600 AT3G04940 AT3G14390 AT3G27740 AT3G29200 AT3G54640 AT4G02610 AT4G10320 AT4G24830 AT4G26300 AT4G26870 AT4G32520 AT4G33910 AT4G35220 AT5G01410 AT5G11880 AT5G13280 AT5G14060 AT5G18900 AT5G22630 AT5G26710 AT5G26780 AT5G26830 AT5G28020 AT5G38830 AT5G51880 AT5G64370 AT1G48420 AT1G80360 AT2G22330 AT2G43820 AT4G39950 AT1G14810 AT1G17290 AT1G49820 AT1G62180 AT1G74260 AT2G17265 AT2G33840 AT2G39800 AT2G45300 AT3G06350 AT3G10340 AT3G49680 AT3G53260 AT3G55610 AT4G13780 AT4G21990 AT4G23590 AT4G26910 AT4G30550 AT4G33680 AT4G39980 AT5G10330 AT5G19550 AT5G35630 AT5G55070 AT5G56680 AT5G66120 AT3G56580 AT3G62030 AT4G20380 AT4G31730 AT5G17460 AT5G60890"
4.99657680786256e-08,31,109,"ER to Golgi vesicle-mediated transport ","AT1G09580 AT1G11890 AT1G15880 AT1G21900 AT1G22200 AT1G26690 AT1G29330 AT1G30890 AT1G36050 AT1G52360 AT1G79990 AT2G35190 AT2G36900 AT2G37975 AT2G45200 AT3G54085 AT3G59500 AT3G62560 AT3G63460 AT4G14160 AT4G17890 AT4G27080 AT4G31490 AT5G02280 AT5G39510 AT5G42570 AT5G46750 AT3G07100 AT3G11730 AT3G13870 AT4G14455"
6.15136596770544e-08,187,1464,"Organic substance transport ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G11260 AT1G17530 AT1G20840 AT1G21900 AT1G25530 AT1G26690 AT1G29310 AT1G52280 AT1G52360 AT1G67680 AT1G75220 AT1G79590 AT1G79990 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37990 AT2G45000 AT2G48020 AT3G05290 AT3G05420 AT3G06720 AT3G06960 AT3G07910 AT3G09900 AT3G11730 AT3G16480 AT3G18830 AT3G19930 AT3G21260 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02050 AT4G02510 AT4G04910 AT4G09720 AT4G14500 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G13070 AT5G16150 AT5G16830 AT5G19820 AT5G22950 AT5G23395 AT5G24650 AT5G27520 AT5G35080 AT5G39510 AT5G40670 AT5G44560 AT5G45750 AT5G46800 AT5G46860 AT5G50300 AT5G53570 AT5G59150 AT5G59840 AT5G63850 AT1G04940 AT1G06890 AT1G77610 AT2G02040 AT2G26900 AT3G12740 AT3G53110 AT4G23010 AT4G39390 AT5G08120 AT5G41760 AT5G54800 ATCG01280 AT1G01960 AT1G11400 AT1G11890 AT1G15880 AT1G22710 AT1G26440 AT1G29330 AT1G31780 AT1G33040 AT1G48230 AT1G50670 AT1G52380 AT1G60070 AT1G62040 AT1G66260 AT1G70330 AT1G71980 AT1G79280 AT1G80460 AT1G80670 AT2G04030 AT2G18370 AT2G21520 AT2G27600 AT2G30060 AT2G37870 AT2G43160 AT2G45200 AT2G45810 AT2G46470 AT3G07100 AT3G11320 AT3G27080 AT3G43300 AT3G48570 AT3G49470 AT3G54300 AT3G58170 AT3G61050 AT3G61240 AT4G00355 AT4G00660 AT4G00910 AT4G01430 AT4G04620 AT4G11380 AT4G14160 AT4G14455 AT4G15780 AT4G24280 AT4G24550 AT4G24840 AT4G31490 AT4G31730 AT4G32390 AT4G32760 AT4G35410 AT4G36640 AT5G02100 AT5G04160 AT5G04850 AT5G06140 AT5G11230 AT5G11490 AT5G17290 AT5G19980 AT5G22360 AT5G25760 AT5G42570 AT5G46630 AT5G50920 AT5G56020 AT5G57460 AT5G58590 AT5G59420 AT5G61500 AT5G63640 AT5G64500 AT5G65650 AT4G30260 AT1G54030 AT1G78560 AT2G19080 AT2G39970 AT3G48870 AT3G63130"
1.15598836312453e-07,116,800,"Cellular macromolecule localization ","AT1G01910 AT1G03140 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G29330 AT1G52280 AT1G52360 AT1G63110 AT1G67680 AT1G79590 AT1G79990 AT2G01970 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37678 AT2G37990 AT2G45000 AT2G46470 AT2G47900 AT3G06720 AT3G07910 AT3G09900 AT3G11530 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54220 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09550 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G18680 AT5G19820 AT5G23395 AT5G24650 AT5G35080 AT5G37310 AT5G39510 AT5G42570 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G22125 AT3G53110 ATCG01280 AT1G50670 AT1G60070 AT1G75760 AT1G79280 AT3G07100 AT3G27080 AT3G48570 AT4G11380 AT4G14160 AT4G24550 AT4G31490 AT4G32760 AT4G35410 AT4G38790 AT5G11490 AT5G46630 AT5G63640 AT1G34350 AT1G54030 AT2G04030 AT2G19080 AT2G22330 AT3G07160 AT3G54300 AT3G54640 AT4G24280 AT4G39950 AT5G06140 AT5G25760 AT5G50920 AT3G48870 AT3G63130 AT5G58590"
1.58939487438123e-07,457,4327,"Gene expression ","AT1G01160 AT1G02330 AT1G03140 AT1G03150 AT1G04080 AT1G04510 AT1G06220 AT1G06960 AT1G07360 AT1G07470 AT1G08370 AT1G09140 AT1G11240 AT1G12400 AT1G12650 AT1G14610 AT1G14685 AT1G14740 AT1G15920 AT1G17470 AT1G18070 AT1G22140 AT1G22910 AT1G24450 AT1G25350 AT1G26665 AT1G28060 AT1G30550 AT1G30590 AT1G30970 AT1G31660 AT1G31817 AT1G36310 AT1G46264 AT1G48620 AT1G54360 AT1G55310 AT1G55520 AT1G59580 AT1G63780 AT1G64490 AT1G65440 AT1G65700 AT1G71200 AT1G72550 AT1G73720 AT1G76300 AT1G78630 AT1G80930 AT2G03510 AT2G04025 AT2G07696 AT2G18050 AT2G20280 AT2G22430 AT2G23940 AT2G26990 AT2G28230 AT2G30260 AT2G30440 AT2G31440 AT2G37990 AT2G38130 AT2G38140 AT2G40660 AT2G41600 AT2G41630 AT2G43650 AT2G43790 AT2G44065 AT2G46780 AT2G47580 AT3G01220 AT3G02760 AT3G03420 AT3G04230 AT3G04500 AT3G04600 AT3G05760 AT3G07590 AT3G13445 AT3G14240 AT3G16480 AT3G18040 AT3G19630 AT3G21215 AT3G21350 AT3G22660 AT3G23325 AT3G23620 AT3G27100 AT3G46210 AT3G49430 AT3G51270 AT3G51910 AT3G54770 AT3G56510 AT3G56910 AT3G56970 AT3G61620 AT3G62420 AT4G01370 AT4G01560 AT4G01940 AT4G04780 AT4G07950 AT4G10320 AT4G10920 AT4G14342 AT4G15900 AT4G20330 AT4G20980 AT4G21660 AT4G23620 AT4G24440 AT4G25500 AT4G25730 AT4G26300 AT4G26870 AT4G27430 AT4G28200 AT4G28450 AT4G29510 AT4G30330 AT4G31580 AT4G32910 AT4G32940 AT4G33410 AT4G39880 AT4G40042 AT4G40060 AT5G05680 AT5G09920 AT5G12190 AT5G12230 AT5G12410 AT5G13010 AT5G13240 AT5G14070 AT5G15150 AT5G15750 AT5G16780 AT5G19010 AT5G20000 AT5G22330 AT5G23395 AT5G24490 AT5G25754 AT5G26710 AT5G26830 AT5G27720 AT5G27990 AT5G30510 AT5G38830 AT5G39800 AT5G39850 AT5G40080 AT5G42060 AT5G42520 AT5G42630 AT5G43010 AT5G44320 AT5G45430 AT5G48160 AT5G49020 AT5G49940 AT5G51780 AT5G61150 AT5G62950 AT5G64270 AT5G64960 AT1G13260 AT1G15750 AT1G32640 AT1G33240 AT1G49970 AT1G77450 AT2G01570 AT2G02820 AT2G22540 AT2G27230 AT2G32700 AT2G37678 AT2G46020 AT3G01770 AT3G20310 AT3G53110 AT3G54620 AT5G14170 AT5G47390 AT5G61590 AT5G61600 AT1G03910 AT1G09250 AT1G09570 AT1G10500 AT1G11400 AT1G11480 AT1G13950 AT1G14510 AT1G14650 AT1G15250 AT1G15390 AT1G19850 AT1G20900 AT1G22640 AT1G26740 AT1G29070 AT1G29280 AT1G29950 AT1G29965 AT1G29970 AT1G32130 AT1G35680 AT1G43700 AT1G44770 AT1G44810 AT1G47490 AT1G48350 AT1G48410 AT1G49400 AT1G49590 AT1G50640 AT1G54830 AT1G61580 AT1G64880 AT1G68310 AT1G68810 AT1G70190 AT1G71260 AT1G71692 AT1G72050 AT1G72730 AT1G73180 AT1G73840 AT1G74230 AT1G77080 AT1G77750 AT1G77840 AT1G78700 AT1G80460 AT1G80620 AT1G80790 AT2G02470 AT2G07725 AT2G14045 AT2G18750 AT2G22400 AT2G23320 AT2G24570 AT2G24790 AT2G25870 AT2G27040 AT2G27100 AT2G28290 AT2G28380 AT2G28450 AT2G28510 AT2G28550 AT2G28810 AT2G33310 AT2G33510 AT2G33840 AT2G34900 AT2G36400 AT2G40290 AT2G40620 AT2G40650 AT2G41070 AT2G42780 AT2G43030 AT2G45050 AT2G45330 AT2G45730 AT2G45810 AT2G47210 AT2G47250 AT3G03600 AT3G05500 AT3G06320 AT3G06790 AT3G13120 AT3G16857 AT3G16870 AT3G17465 AT3G19130 AT3G19860 AT3G20260 AT3G22300 AT3G23030 AT3G23050 AT3G23690 AT3G24050 AT3G25710 AT3G26360 AT3G27830 AT3G28730 AT3G44330 AT3G46640 AT3G48670 AT3G49100 AT3G50260 AT3G54210 AT3G54220 AT3G54500 AT3G54810 AT3G57080 AT3G57230 AT3G57490 AT3G59600 AT3G59650 AT3G60240 AT3G60360 AT3G61050 AT3G61100 AT3G61240 AT3G61850 AT4G00660 AT4G01120 AT4G02590 AT4G02720 AT4G11630 AT4G12050 AT4G13780 AT4G14465 AT4G20380 AT4G20480 AT4G21710 AT4G22810 AT4G23750 AT4G24060 AT4G24470 AT4G24800 AT4G24805 AT4G25210 AT4G25880 AT4G25970 AT4G30800 AT4G30930 AT4G31460 AT4G34620 AT4G35800 AT4G36620 AT4G36730 AT4G36780 AT4G37650 AT4G37940 AT4G39780 AT5G03500 AT5G08130 AT5G09330 AT5G11750 AT5G13910 AT5G14000 AT5G14320 AT5G15550 AT5G15810 AT5G15830 AT5G17870 AT5G19350 AT5G23420 AT5G24800 AT5G25890 AT5G26210 AT5G27820 AT5G28770 AT5G37370 AT5G37475 AT5G39660 AT5G40950 AT5G41010 AT5G42540 AT5G43810 AT5G45600 AT5G46160 AT5G47370 AT5G47680 AT5G51120 AT5G51300 AT5G51940 AT5G53070 AT5G53330 AT5G54600 AT5G54940 AT5G55130 AT5G55140 AT5G56680 AT5G58040 AT5G58900 AT5G60200 AT5G60850 AT5G61780 AT5G62165 AT5G62290 AT5G63370 AT5G63470 AT5G64670 AT5G65050 AT5G65220 ATCG00040 ATCG00170 ATCG00740 ATMG00080 AT4G30200 AT1G49950 AT1G75380 AT1G01060 AT1G17130 AT1G34370 AT1G76030 AT1G79280 AT2G47700 AT3G06590 AT3G07050 AT3G25840 AT4G08980 AT4G17040 AT4G22140 AT4G29830 AT4G39100 AT5G04560 AT5G19820 AT5G21160 AT5G60890 AT1G15420 AT5G58230 AT3G56860 AT3G63400 AT1G10470 AT1G13450 AT1G25280 AT1G25550 AT1G67030 AT1G76900 AT2G19810 AT2G24500 AT2G40140 AT2G40970 AT2G41310 AT2G45160 AT2G47270 AT2G47900 AT3G08730 AT3G11280 AT3G12130 AT3G13040 AT3G46130 AT3G46600 AT3G48100 AT3G60630 AT4G14410 AT4G17050 AT4G28610 AT5G08190 AT5G18680 AT5G25160 AT5G43540"
3.21634062150628e-07,390,3619,"Cellular component organization or biogenesis ","AT1G01230 AT1G01820 AT1G01910 AT1G02870 AT1G03140 AT1G04080 AT1G04430 AT1G04510 AT1G05360 AT1G07360 AT1G08560 AT1G09580 AT1G10290 AT1G10500 AT1G10865 AT1G11240 AT1G11400 AT1G11890 AT1G12400 AT1G12650 AT1G15880 AT1G17530 AT1G18070 AT1G21710 AT1G21900 AT1G26690 AT1G31660 AT1G31817 AT1G31850 AT1G33800 AT1G48620 AT1G54360 AT1G55310 AT1G55850 AT1G56200 AT1G61580 AT1G63780 AT1G64490 AT1G65440 AT1G67330 AT1G68310 AT1G71790 AT1G71840 AT1G75780 AT1G75840 AT1G76300 AT1G79280 AT1G79590 AT1G80670 AT2G01600 AT2G07696 AT2G07725 AT2G17800 AT2G18050 AT2G20890 AT2G22490 AT2G24500 AT2G25430 AT2G26060 AT2G26760 AT2G27600 AT2G29700 AT2G30440 AT2G34300 AT2G35190 AT2G35610 AT2G35630 AT2G35795 AT2G36900 AT2G37990 AT2G38140 AT2G43650 AT2G44525 AT2G45200 AT2G45990 AT2G46470 AT2G47210 AT3G02570 AT3G03420 AT3G04230 AT3G05290 AT3G06320 AT3G07430 AT3G07590 AT3G07910 AT3G11550 AT3G13870 AT3G14010 AT3G16480 AT3G18060 AT3G18140 AT3G18940 AT3G19630 AT3G21260 AT3G21350 AT3G22660 AT3G23620 AT3G23890 AT3G27100 AT3G50070 AT3G50360 AT3G51270 AT3G51720 AT3G54300 AT3G56510 AT3G56910 AT3G57090 AT3G62560 AT3G63460 AT4G00026 AT4G01560 AT4G01750 AT4G01940 AT4G03240 AT4G04210 AT4G09550 AT4G10920 AT4G14160 AT4G14385 AT4G15770 AT4G17730 AT4G17890 AT4G22150 AT4G24310 AT4G24440 AT4G24840 AT4G25730 AT4G28200 AT4G28450 AT4G29510 AT4G30330 AT4G31080 AT4G31120 AT4G31880 AT4G32285 AT4G32830 AT4G35020 AT4G36520 AT4G37010 AT5G02420 AT5G03170 AT5G05680 AT5G06150 AT5G08080 AT5G09920 AT5G10390 AT5G15750 AT5G16730 AT5G16780 AT5G16830 AT5G17290 AT5G18400 AT5G19680 AT5G20000 AT5G22330 AT5G22360 AT5G23395 AT5G23420 AT5G27520 AT5G27720 AT5G27760 AT5G27990 AT5G35200 AT5G39510 AT5G42000 AT5G42060 AT5G43010 AT5G45280 AT5G46750 AT5G46860 AT5G47690 AT5G49020 AT5G49940 AT5G52820 AT5G54640 AT5G61500 AT5G62440 AT5G62880 AT5G64030 AT5G64270 AT5G64740 AT5G66030 AT1G19835 AT1G32640 AT1G52980 AT1G53310 AT1G76030 AT1G76540 AT2G31200 AT2G37678 AT2G39900 AT3G13670 AT3G16630 AT3G27310 AT3G48870 AT3G51520 AT3G61130 AT4G30200 AT4G34970 AT5G08120 AT5G08450 AT5G22950 AT5G44610 AT5G58220 AT5G65720 AT1G01510 AT1G06670 AT1G07660 AT1G12780 AT1G13950 AT1G14510 AT1G20770 AT1G24450 AT1G28395 AT1G48170 AT1G49950 AT1G50710 AT1G51630 AT1G53000 AT1G53840 AT1G68060 AT1G68790 AT1G69530 AT1G77540 AT1G78570 AT2G02470 AT2G16780 AT2G18800 AT2G19520 AT2G20585 AT2G20750 AT2G20810 AT2G22125 AT2G25870 AT2G27170 AT2G28740 AT2G39700 AT2G41630 AT2G44500 AT2G46020 AT3G02350 AT3G07160 AT3G08550 AT3G12110 AT3G12740 AT3G16850 AT3G18520 AT3G25140 AT3G26370 AT3G26610 AT3G27080 AT3G28730 AT3G46210 AT3G49560 AT3G54590 AT3G54670 AT3G57860 AT3G57890 AT3G58170 AT3G60360 AT3G61620 AT3G62660 AT3G63430 AT4G02060 AT4G04910 AT4G14110 AT4G14455 AT4G20980 AT4G22140 AT4G25810 AT4G26670 AT4G26760 AT4G30930 AT4G39100 AT5G13000 AT5G14170 AT5G15550 AT5G18620 AT5G24650 AT5G25754 AT5G25760 AT5G26210 AT5G37475 AT5G38110 AT5G38880 AT5G42100 AT5G42540 AT5G44320 AT5G44800 AT5G45600 AT5G47780 AT5G51510 AT5G56320 AT5G58230 AT5G61150 AT5G62290 AT5G65770 AT5G65810 AT1G79040 AT3G19130 AT1G75380 AT3G48670 AT4G38430 AT5G03500 AT5G04950 AT5G13010 AT5G27840 AT5G66410 AT1G02090 AT1G05250 AT1G06400 AT1G06530 AT1G08660 AT1G11750 AT1G12410 AT1G20900 AT1G22620 AT1G22920 AT1G33240 AT1G34350 AT1G35680 AT1G49970 AT1G54030 AT1G64980 AT1G67360 AT1G70940 AT1G72430 AT1G74030 AT2G07050 AT2G17990 AT2G19080 AT2G22330 AT2G27040 AT2G28380 AT2G32700 AT2G36910 AT2G39970 AT2G41800 AT2G45160 AT3G05500 AT3G07100 AT3G15950 AT3G16800 AT3G18000 AT3G51460 AT3G51550 AT3G54640 AT3G54650 AT3G55830 AT3G59380 AT3G60630 AT4G00740 AT4G01370 AT4G02270 AT4G02720 AT4G28540 AT4G29830 AT4G38600 AT4G39080 AT4G39950 AT4G40060 AT5G05500 AT5G06700 AT5G07370 AT5G11630 AT5G13120 AT5G20350 AT5G22370 AT5G41950 AT5G45390 AT5G45750 AT5G47370 AT5G47390 AT5G50920 AT5G54310 AT5G54600 AT5G54800 AT5G55910 AT5G56280 AT5G58650 AT5G59150 AT5G61230 AT5G63370 AT1G15420 AT1G12270 AT1G19580 AT2G18390 AT2G28290 AT2G30260 AT2G46225"
5.15454762775372e-07,110,767,"Cellular protein localization ","AT1G01910 AT1G06400 AT1G08560 AT1G09270 AT1G09580 AT1G09630 AT1G17530 AT1G21900 AT1G26690 AT1G29310 AT1G29330 AT1G52280 AT1G52360 AT1G63110 AT1G67680 AT1G79590 AT1G79990 AT2G01970 AT2G14720 AT2G20890 AT2G35190 AT2G35795 AT2G36900 AT2G37678 AT2G37990 AT2G45000 AT2G46470 AT2G47900 AT3G06720 AT3G07910 AT3G09900 AT3G11530 AT3G11730 AT3G16480 AT3G22950 AT3G26935 AT3G27100 AT3G46830 AT3G49100 AT3G49560 AT3G52850 AT3G54220 AT3G54840 AT3G55020 AT3G59020 AT3G62560 AT3G63460 AT4G00026 AT4G02510 AT4G04910 AT4G09550 AT4G09720 AT4G16143 AT4G17730 AT4G20410 AT4G21560 AT4G26670 AT4G27640 AT4G32910 AT4G40042 AT5G03530 AT5G05680 AT5G08080 AT5G09920 AT5G16830 AT5G18680 AT5G19820 AT5G23395 AT5G24650 AT5G35080 AT5G37310 AT5G39510 AT5G42570 AT5G45750 AT5G46860 AT5G53570 AT5G59150 AT5G59840 AT1G04940 AT2G22125 AT3G53110 ATCG01280 AT1G50670 AT1G60070 AT1G75760 AT1G79280 AT3G07100 AT3G27080 AT3G48570 AT4G11380 AT4G14160 AT4G24550 AT4G31490 AT4G32760 AT4G35410 AT4G38790 AT5G11490 AT5G46630 AT5G63640 AT1G54030 AT2G04030 AT2G19080 AT3G54300 AT4G24280 AT5G06140 AT5G25760 AT5G50920 AT3G48870 AT3G63130 AT5G58590"
5.41892311240698e-07,124,898,"Peptide metabolic process ","AT1G14610 AT1G15920 AT1G17190 AT1G17470 AT1G18070 AT1G22140 AT1G25350 AT1G27140 AT1G31817 AT1G63770 AT1G72550 AT1G78630 AT2G07696 AT2G20280 AT2G30440 AT2G38140 AT2G40660 AT2G41600 AT2G44065 AT3G02760 AT3G04600 AT3G43800 AT3G56910 AT4G10320 AT4G20980 AT4G23620 AT4G26300 AT4G26870 AT4G33090 AT4G33410 AT4G39880 AT4G40042 AT5G09920 AT5G24490 AT5G25754 AT5G26710 AT5G26830 AT5G30510 AT5G38830 AT5G39800 AT5G39850 AT5G40080 AT5G44320 AT5G27380 AT1G06220 AT1G11400 AT1G11480 AT1G13950 AT1G15250 AT1G15390 AT1G26740 AT1G29070 AT1G29965 AT1G29970 AT1G30590 AT1G32130 AT1G35680 AT1G44770 AT1G48350 AT1G48410 AT1G49400 AT1G61580 AT1G64880 AT1G65440 AT1G70190 AT1G72730 AT1G73180 AT1G77750 AT1G77840 AT1G80620 AT2G07725 AT2G22540 AT2G27040 AT2G33840 AT2G40290 AT2G42780 AT2G43030 AT2G45730 AT2G45810 AT3G03600 AT3G04230 AT3G05500 AT3G06320 AT3G13120 AT3G17465 AT3G20260 AT3G22300 AT3G24170 AT3G26360 AT3G27830 AT3G49100 AT3G54210 AT3G57490 AT3G59650 AT3G60240 AT3G61240 AT4G00660 AT4G11630 AT4G13780 AT4G20330 AT4G25880 AT4G30800 AT4G30930 AT4G31460 AT4G34620 AT5G11750 AT5G14320 AT5G17870 AT5G27820 AT5G37475 AT5G40950 AT5G43810 AT5G46160 AT5G53070 AT5G53330 AT5G54600 AT5G54940 AT5G55140 AT5G56680 AT5G64670 AT5G65220 ATMG00080 AT1G09570 AT3G08730"
