"","col_GC_c1.which.mclass....5...1."
"1","AT1G01160"
"2","AT1G01230"
"3","AT1G01470"
"4","AT1G01490"
"5","AT1G01510"
"6","AT1G02160"
"7","AT1G02305"
"8","AT1G02816"
"9","AT1G02900"
"10","AT1G03210"
"11","AT1G03230"
"12","AT1G03330"
"13","AT1G03410"
"14","AT1G03850"
"15","AT1G04080"
"16","AT1G04140"
"17","AT1G04170"
"18","AT1G04183"
"19","AT1G04190"
"20","AT1G04430"
"21","AT1G04503"
"22","AT1G04510"
"23","AT1G04630"
"24","AT1G04680"
"25","AT1G05205"
"26","AT1G05250"
"27","AT1G05620"
"28","AT1G05680"
"29","AT1G06110"
"30","AT1G06400"
"31","AT1G06640"
"32","AT1G06700"
"33","AT1G06890"
"34","AT1G07020"
"35","AT1G07070"
"36","AT1G07080"
"37","AT1G07210"
"38","AT1G07360"
"39","AT1G07370"
"40","AT1G07660"
"41","AT1G07750"
"42","AT1G07887"
"43","AT1G07960"
"44","AT1G08110"
"45","AT1G08160"
"46","AT1G08560"
"47","AT1G08580"
"48","AT1G08780"
"49","AT1G09140"
"50","AT1G09270"
"51","AT1G09330"
"52","AT1G09430"
"53","AT1G09570"
"54","AT1G09620"
"55","AT1G09630"
"56","AT1G09660"
"57","AT1G09740"
"58","AT1G09760"
"59","AT1G09840"
"60","AT1G10120"
"61","AT1G10200"
"62","AT1G11360"
"63","AT1G11400"
"64","AT1G11480"
"65","AT1G11545"
"66","AT1G11670"
"67","AT1G11750"
"68","AT1G11910"
"69","AT1G12010"
"70","AT1G12110"
"71","AT1G12390"
"72","AT1G12440"
"73","AT1G12780"
"74","AT1G13060"
"75","AT1G13360"
"76","AT1G13380"
"77","AT1G13930"
"78","AT1G13950"
"79","AT1G14010"
"80","AT1G14210"
"81","AT1G14290"
"82","AT1G14510"
"83","AT1G14610"
"84","AT1G14810"
"85","AT1G14830"
"86","AT1G14860"
"87","AT1G14890"
"88","AT1G15040"
"89","AT1G15100"
"90","AT1G15210"
"91","AT1G15250"
"92","AT1G15340"
"93","AT1G15400"
"94","AT1G15420"
"95","AT1G15750"
"96","AT1G15880"
"97","AT1G16170"
"98","AT1G16350"
"99","AT1G16460"
"100","AT1G16560"
"101","AT1G16740"
"102","AT1G16880"
"103","AT1G17180"
"104","AT1G17190"
"105","AT1G17285"
"106","AT1G17290"
"107","AT1G17370"
"108","AT1G17470"
"109","AT1G17890"
"110","AT1G18070"
"111","AT1G18450"
"112","AT1G18640"
"113","AT1G18720"
"114","AT1G18800"
"115","AT1G18880"
"116","AT1G19120"
"117","AT1G19130"
"118","AT1G19350"
"119","AT1G19360"
"120","AT1G19570"
"121","AT1G19870"
"122","AT1G19920"
"123","AT1G19960"
"124","AT1G20160"
"125","AT1G20190"
"126","AT1G20220"
"127","AT1G20225"
"128","AT1G20430"
"129","AT1G20450"
"130","AT1G20840"
"131","AT1G20950"
"132","AT1G20960"
"133","AT1G21000"
"134","AT1G21050"
"135","AT1G21065"
"136","AT1G21090"
"137","AT1G21140"
"138","AT1G21313"
"139","AT1G21770"
"140","AT1G21780"
"141","AT1G21900"
"142","AT1G21930"
"143","AT1G22140"
"144","AT1G22190"
"145","AT1G22530"
"146","AT1G22880"
"147","AT1G23100"
"148","AT1G23190"
"149","AT1G23280"
"150","AT1G23440"
"151","AT1G23750"
"152","AT1G23860"
"153","AT1G24881"
"154","AT1G25490"
"155","AT1G25550"
"156","AT1G26470"
"157","AT1G26665"
"158","AT1G26740"
"159","AT1G26750"
"160","AT1G27090"
"161","AT1G27290"
"162","AT1G27300"
"163","AT1G28110"
"164","AT1G28250"
"165","AT1G28400"
"166","AT1G29070"
"167","AT1G29280"
"168","AT1G29310"
"169","AT1G29350"
"170","AT1G29370"
"171","AT1G29520"
"172","AT1G29900"
"173","AT1G29950"
"174","AT1G29970"
"175","AT1G30270"
"176","AT1G30440"
"177","AT1G30750"
"178","AT1G30820"
"179","AT1G30890"
"180","AT1G30970"
"181","AT1G31300"
"182","AT1G31770"
"183","AT1G31817"
"184","AT1G31850"
"185","AT1G31860"
"186","AT1G32100"
"187","AT1G32170"
"188","AT1G32230"
"189","AT1G32400"
"190","AT1G32580"
"191","AT1G32790"
"192","AT1G32920"
"193","AT1G33040"
"194","AT1G33055"
"195","AT1G33240"
"196","AT1G33800"
"197","AT1G34418"
"198","AT1G35516"
"199","AT1G35680"
"200","AT1G36050"
"201","AT1G36060"
"202","AT1G36310"
"203","AT1G37130"
"204","AT1G43130"
"205","AT1G43190"
"206","AT1G43790"
"207","AT1G44770"
"208","AT1G44810"
"209","AT1G46264"
"210","AT1G47128"
"211","AT1G47250"
"212","AT1G47278"
"213","AT1G47395"
"214","AT1G47400"
"215","AT1G47490"
"216","AT1G47740"
"217","AT1G47830"
"218","AT1G48030"
"219","AT1G48140"
"220","AT1G48160"
"221","AT1G48200"
"222","AT1G48350"
"223","AT1G48410"
"224","AT1G48850"
"225","AT1G49300"
"226","AT1G49400"
"227","AT1G49470"
"228","AT1G49500"
"229","AT1G50050"
"230","AT1G50060"
"231","AT1G50200"
"232","AT1G50480"
"233","AT1G50640"
"234","AT1G50670"
"235","AT1G51070"
"236","AT1G51680"
"237","AT1G51690"
"238","AT1G51730"
"239","AT1G52200"
"240","AT1G52280"
"241","AT1G52380"
"242","AT1G52670"
"243","AT1G52910"
"244","AT1G52930"
"245","AT1G52980"
"246","AT1G53000"
"247","AT1G53210"
"248","AT1G53310"
"249","AT1G53480"
"250","AT1G53580"
"251","AT1G53910"
"252","AT1G54320"
"253","AT1G55160"
"254","AT1G55840"
"255","AT1G55920"
"256","AT1G56200"
"257","AT1G56680"
"258","AT1G57620"
"259","AT1G57680"
"260","AT1G58235"
"261","AT1G58270"
"262","AT1G59610"
"263","AT1G59900"
"264","AT1G59960"
"265","AT1G60710"
"266","AT1G60780"
"267","AT1G61620"
"268","AT1G61740"
"269","AT1G62180"
"270","AT1G62280"
"271","AT1G62640"
"272","AT1G62790"
"273","AT1G62820"
"274","AT1G63110"
"275","AT1G63120"
"276","AT1G63180"
"277","AT1G63220"
"278","AT1G63660"
"279","AT1G63770"
"280","AT1G63780"
"281","AT1G63830"
"282","AT1G63940"
"283","AT1G64040"
"284","AT1G64190"
"285","AT1G64490"
"286","AT1G64550"
"287","AT1G64640"
"288","AT1G64650"
"289","AT1G64850"
"290","AT1G64980"
"291","AT1G65010"
"292","AT1G65220"
"293","AT1G66140"
"294","AT1G66680"
"295","AT1G67328"
"296","AT1G67330"
"297","AT1G67730"
"298","AT1G68140"
"299","AT1G68300"
"300","AT1G68310"
"301","AT1G68490"
"302","AT1G68560"
"303","AT1G68680"
"304","AT1G68790"
"305","AT1G69040"
"306","AT1G69252"
"307","AT1G69295"
"308","AT1G70190"
"309","AT1G70350"
"310","AT1G70660"
"311","AT1G71010"
"312","AT1G71260"
"313","AT1G71340"
"314","AT1G71692"
"315","AT1G71730"
"316","AT1G71780"
"317","AT1G71860"
"318","AT1G71880"
"319","AT1G71950"
"320","AT1G72170"
"321","AT1G72510"
"322","AT1G72550"
"323","AT1G72680"
"324","AT1G72710"
"325","AT1G72820"
"326","AT1G73030"
"327","AT1G73590"
"328","AT1G74030"
"329","AT1G74230"
"330","AT1G74340"
"331","AT1G74660"
"332","AT1G74910"
"333","AT1G75270"
"334","AT1G75280"
"335","AT1G75330"
"336","AT1G75380"
"337","AT1G75660"
"338","AT1G75680"
"339","AT1G75780"
"340","AT1G75840"
"341","AT1G75945"
"342","AT1G76030"
"343","AT1G76300"
"344","AT1G76410"
"345","AT1G76790"
"346","AT1G77180"
"347","AT1G77370"
"348","AT1G77610"
"349","AT1G77750"
"350","AT1G78340"
"351","AT1G78570"
"352","AT1G78670"
"353","AT1G78890"
"354","AT1G79040"
"355","AT1G79210"
"356","AT1G79230"
"357","AT1G79390"
"358","AT1G79650"
"359","AT1G79660"
"360","AT1G79830"
"361","AT1G79930"
"362","AT1G79985"
"363","AT1G80040"
"364","AT1G80070"
"365","AT1G80180"
"366","AT1G80280"
"367","AT1G80380"
"368","AT1G80410"
"369","AT1G80460"
"370","AT1G80750"
"371","AT1G80860"
"372","AT1G80930"
"373","AT2G01060"
"374","AT2G01100"
"375","AT2G01420"
"376","AT2G01450"
"377","AT2G01470"
"378","AT2G01570"
"379","AT2G01970"
"380","AT2G02470"
"381","AT2G02870"
"382","AT2G02960"
"383","AT2G03440"
"384","AT2G03510"
"385","AT2G03640"
"386","AT2G03890"
"387","AT2G04170"
"388","AT2G04378"
"389","AT2G04410"
"390","AT2G04690"
"391","AT2G04700"
"392","AT2G05710"
"393","AT2G05840"
"394","AT2G05920"
"395","AT2G06850"
"396","AT2G07340"
"397","AT2G07671"
"398","AT2G07698"
"399","AT2G07708"
"400","AT2G07718"
"401","AT2G11890"
"402","AT2G13560"
"403","AT2G14210"
"404","AT2G14247"
"405","AT2G14835"
"406","AT2G14900"
"407","AT2G14910"
"408","AT2G15240"
"409","AT2G15570"
"410","AT2G15910"
"411","AT2G16850"
"412","AT2G16860"
"413","AT2G16930"
"414","AT2G16940"
"415","AT2G17500"
"416","AT2G17710"
"417","AT2G17720"
"418","AT2G17800"
"419","AT2G18030"
"420","AT2G18196"
"421","AT2G18280"
"422","AT2G18390"
"423","AT2G18980"
"424","AT2G19520"
"425","AT2G19540"
"426","AT2G19830"
"427","AT2G20120"
"428","AT2G20140"
"429","AT2G20230"
"430","AT2G20530"
"431","AT2G20585"
"432","AT2G20630"
"433","AT2G20930"
"434","AT2G21190"
"435","AT2G21250"
"436","AT2G21390"
"437","AT2G22080"
"438","AT2G22230"
"439","AT2G23050"
"440","AT2G23780"
"441","AT2G23940"
"442","AT2G24150"
"443","AT2G24200"
"444","AT2G24260"
"445","AT2G24360"
"446","AT2G24570"
"447","AT2G24790"
"448","AT2G25070"
"449","AT2G25110"
"450","AT2G25280"
"451","AT2G25310"
"452","AT2G25430"
"453","AT2G25610"
"454","AT2G25810"
"455","AT2G25910"
"456","AT2G25970"
"457","AT2G25980"
"458","AT2G26080"
"459","AT2G26230"
"460","AT2G26355"
"461","AT2G26590"
"462","AT2G26730"
"463","AT2G26900"
"464","AT2G27230"
"465","AT2G27330"
"466","AT2G27450"
"467","AT2G27775"
"468","AT2G27840"
"469","AT2G28000"
"470","AT2G28370"
"471","AT2G28740"
"472","AT2G29390"
"473","AT2G29490"
"474","AT2G29540"
"475","AT2G29570"
"476","AT2G29700"
"477","AT2G30060"
"478","AT2G30200"
"479","AT2G30260"
"480","AT2G30500"
"481","AT2G30520"
"482","AT2G30970"
"483","AT2G31085"
"484","AT2G31090"
"485","AT2G31410"
"486","AT2G31570"
"487","AT2G31670"
"488","AT2G32070"
"489","AT2G32150"
"490","AT2G32380"
"491","AT2G32700"
"492","AT2G32730"
"493","AT2G32920"
"494","AT2G33310"
"495","AT2G33410"
"496","AT2G33630"
"497","AT2G33730"
"498","AT2G33740"
"499","AT2G34160"
"500","AT2G34300"
"501","AT2G34470"
"502","AT2G34750"
"503","AT2G34770"
"504","AT2G35050"
"505","AT2G35240"
"506","AT2G35520"
"507","AT2G35680"
"508","AT2G35790"
"509","AT2G35795"
"510","AT2G35810"
"511","AT2G36130"
"512","AT2G36410"
"513","AT2G36900"
"514","AT2G36910"
"515","AT2G37050"
"516","AT2G37080"
"517","AT2G37180"
"518","AT2G37470"
"519","AT2G37550"
"520","AT2G37870"
"521","AT2G37975"
"522","AT2G37990"
"523","AT2G38040"
"524","AT2G38080"
"525","AT2G38120"
"526","AT2G38130"
"527","AT2G38400"
"528","AT2G38550"
"529","AT2G38670"
"530","AT2G38700"
"531","AT2G38710"
"532","AT2G38800"
"533","AT2G39681"
"534","AT2G39700"
"535","AT2G39705"
"536","AT2G39900"
"537","AT2G39970"
"538","AT2G40113"
"539","AT2G40290"
"540","AT2G40430"
"541","AT2G40620"
"542","AT2G40900"
"543","AT2G41160"
"544","AT2G41310"
"545","AT2G41475"
"546","AT2G41480"
"547","AT2G41600"
"548","AT2G41660"
"549","AT2G41900"
"550","AT2G42780"
"551","AT2G42810"
"552","AT2G42910"
"553","AT2G43160"
"554","AT2G43340"
"555","AT2G43350"
"556","AT2G43360"
"557","AT2G43535"
"558","AT2G43640"
"559","AT2G43710"
"560","AT2G43750"
"561","AT2G43760"
"562","AT2G43780"
"563","AT2G43790"
"564","AT2G43820"
"565","AT2G43910"
"566","AT2G44050"
"567","AT2G44065"
"568","AT2G44300"
"569","AT2G44350"
"570","AT2G44360"
"571","AT2G44525"
"572","AT2G44650"
"573","AT2G44740"
"574","AT2G45010"
"575","AT2G45050"
"576","AT2G45140"
"577","AT2G45200"
"578","AT2G45290"
"579","AT2G45520"
"580","AT2G45710"
"581","AT2G45860"
"582","AT2G45980"
"583","AT2G46020"
"584","AT2G46370"
"585","AT2G46470"
"586","AT2G46490"
"587","AT2G46690"
"588","AT2G46780"
"589","AT2G46890"
"590","AT2G46900"
"591","AT2G47270"
"592","AT2G47420"
"593","AT2G47540"
"594","AT2G47580"
"595","AT2G47640"
"596","AT2G47650"
"597","AT2G47710"
"598","AT2G47960"
"599","AT2G48100"
"600","AT3G01260"
"601","AT3G01290"
"602","AT3G01340"
"603","AT3G01345"
"604","AT3G01520"
"605","AT3G01690"
"606","AT3G01770"
"607","AT3G01910"
"608","AT3G02260"
"609","AT3G02360"
"610","AT3G02420"
"611","AT3G02520"
"612","AT3G02530"
"613","AT3G02640"
"614","AT3G02700"
"615","AT3G02770"
"616","AT3G02790"
"617","AT3G02900"
"618","AT3G02910"
"619","AT3G03150"
"620","AT3G03170"
"621","AT3G03250"
"622","AT3G03475"
"623","AT3G03780"
"624","AT3G03990"
"625","AT3G04090"
"626","AT3G04320"
"627","AT3G04570"
"628","AT3G04780"
"629","AT3G04830"
"630","AT3G05000"
"631","AT3G05230"
"632","AT3G05280"
"633","AT3G05500"
"634","AT3G05760"
"635","AT3G05810"
"636","AT3G05840"
"637","AT3G06035"
"638","AT3G06050"
"639","AT3G06125"
"640","AT3G06300"
"641","AT3G06310"
"642","AT3G06320"
"643","AT3G06350"
"644","AT3G06420"
"645","AT3G06610"
"646","AT3G06650"
"647","AT3G07050"
"648","AT3G07170"
"649","AT3G07560"
"650","AT3G07568"
"651","AT3G07590"
"652","AT3G07720"
"653","AT3G07760"
"654","AT3G07810"
"655","AT3G07910"
"656","AT3G07990"
"657","AT3G08530"
"658","AT3G08680"
"659","AT3G08690"
"660","AT3G08930"
"661","AT3G09270"
"662","AT3G09390"
"663","AT3G09455"
"664","AT3G09470"
"665","AT3G09900"
"666","AT3G09925"
"667","AT3G10020"
"668","AT3G10250"
"669","AT3G10410"
"670","AT3G11200"
"671","AT3G11550"
"672","AT3G11710"
"673","AT3G11730"
"674","AT3G11780"
"675","AT3G11800"
"676","AT3G11830"
"677","AT3G12090"
"678","AT3G12110"
"679","AT3G12180"
"680","AT3G12600"
"681","AT3G12760"
"682","AT3G12800"
"683","AT3G12920"
"684","AT3G13110"
"685","AT3G13120"
"686","AT3G13300"
"687","AT3G13310"
"688","AT3G13340"
"689","AT3G13435"
"690","AT3G13440"
"691","AT3G13570"
"692","AT3G13772"
"693","AT3G13845"
"694","AT3G13870"
"695","AT3G13930"
"696","AT3G14010"
"697","AT3G14100"
"698","AT3G14230"
"699","AT3G14260"
"700","AT3G14362"
"701","AT3G14430"
"702","AT3G14595"
"703","AT3G15260"
"704","AT3G15353"
"705","AT3G15480"
"706","AT3G15630"
"707","AT3G15710"
"708","AT3G15810"
"709","AT3G15820"
"710","AT3G15950"
"711","AT3G16310"
"712","AT3G16470"
"713","AT3G16480"
"714","AT3G16870"
"715","AT3G16920"
"716","AT3G16950"
"717","AT3G17160"
"718","AT3G17240"
"719","AT3G17440"
"720","AT3G17465"
"721","AT3G17810"
"722","AT3G18035"
"723","AT3G18430"
"724","AT3G18560"
"725","AT3G18600"
"726","AT3G18760"
"727","AT3G18940"
"728","AT3G18990"
"729","AT3G19100"
"730","AT3G19130"
"731","AT3G19260"
"732","AT3G19450"
"733","AT3G19520"
"734","AT3G19910"
"735","AT3G20670"
"736","AT3G20790"
"737","AT3G20870"
"738","AT3G21710"
"739","AT3G21720"
"740","AT3G21865"
"741","AT3G22200"
"742","AT3G22290"
"743","AT3G22380"
"744","AT3G22480"
"745","AT3G22520"
"746","AT3G22600"
"747","AT3G22660"
"748","AT3G22680"
"749","AT3G22850"
"750","AT3G22950"
"751","AT3G23175"
"752","AT3G23180"
"753","AT3G23470"
"754","AT3G23620"
"755","AT3G23800"
"756","AT3G23940"
"757","AT3G23990"
"758","AT3G24080"
"759","AT3G24100"
"760","AT3G24170"
"761","AT3G24550"
"762","AT3G25140"
"763","AT3G25150"
"764","AT3G25230"
"765","AT3G25530"
"766","AT3G25540"
"767","AT3G25710"
"768","AT3G25717"
