Gene,TotalEvidenceCounts,EvidenceHit:WS_c1_which_mclass____8___1_,EvidenceGO:WS_c1_which_mclass____8___1_,EvidencePPI:WS_c1_which_mclass____8___1_
829773,3.0,1,1,1
837464,3.0,1,1,1
821134,3.0,1,1,1
829482,3.0,1,1,1
828084,3.0,1,1,1
834031,3.0,1,1,1
827577,3.0,1,1,1
843524,3.0,1,1,1
842568,3.0,1,1,1
824010,3.0,1,1,1
836762,3.0,1,1,1
834676,3.0,1,1,1
844441,3.0,1,1,1
827542,3.0,1,1,1
818723,3.0,1,1,1
830908,3.0,1,1,1
818641,3.0,1,1,1
843272,3.0,1,1,1
830619,3.0,1,1,1
819150,3.0,1,1,1
816318,3.0,1,1,1
824864,3.0,1,1,1
832170,3.0,1,1,1
817173,3.0,1,1,1
843334,3.0,1,1,1
843443,2.0,1,0,1
824293,2.0,1,0,1
828364,2.0,1,1,0
819332,2.0,1,0,1
818098,2.0,1,0,1
818759,2.0,1,0,1
837373,2.0,1,0,1
825210,2.0,1,0,1
826986,2.0,1,0,1
822527,2.0,1,0,1
839851,2.0,1,0,1
834925,2.0,1,0,1
843244,2.0,1,0,1
837339,2.0,1,1,0
816164,2.0,1,1,0
819839,2.0,1,0,1
835786,2.0,1,0,1
823783,2.0,1,0,1
817662,2.0,1,1,0
822619,2.0,1,0,1
818908,2.0,1,0,1
836853,2.0,1,0,1
7922426,2.0,1,1,0
817337,2.0,1,0,1
831510,2.0,1,0,1
821971,2.0,1,0,1
821744,2.0,1,0,1
829937,2.0,1,1,0
822231,2.0,1,0,1
827101,2.0,1,0,1
816937,2.0,1,0,1
838855,2.0,1,0,1
824499,2.0,1,0,1
816312,2.0,1,0,1
839627,2.0,1,0,1
842341,2.0,1,1,0
843671,2.0,1,0,1
836359,2.0,1,1,0
835848,2.0,1,0,1
835298,2.0,1,0,1
822344,2.0,1,1,0
841371,2.0,1,0,1
819997,2.0,1,1,0
824370,2.0,1,0,1
839321,2.0,1,0,1
816726,2.0,1,0,1
830372,2.0,1,0,1
816703,2.0,1,0,1
842737,2.0,1,1,0
833978,2.0,1,0,1
823731,2.0,1,0,1
823305,2.0,1,0,1
841784,2.0,1,1,0
843585,2.0,1,1,0
818708,2.0,1,0,1
827038,2.0,1,0,1
841326,2.0,1,0,1
827114,2.0,1,0,1
835788,2.0,1,0,1
844350,2.0,1,1,0
823982,2.0,1,0,1
838834,2.0,1,1,0
844802,2.0,1,0,1
837989,2.0,1,0,1
837843,2.0,1,1,0
838680,2.0,1,0,1
816382,2.0,1,0,1
824420,2.0,1,0,1
831722,2.0,1,0,1
836473,2.0,1,1,0
837460,2.0,1,0,1
827707,2.0,1,0,1
834621,2.0,1,0,1
822239,2.0,1,0,1
819100,2.0,1,0,1
840078,2.0,1,0,1
832204,2.0,1,0,1
824822,2.0,1,1,0
843734,2.0,1,1,0
831433,2.0,1,0,1
821810,2.0,1,0,1
823681,2.0,1,0,1
818971,2.0,1,0,1
843716,2.0,1,1,0
837084,2.0,1,0,1
828255,2.0,1,0,1
816875,2.0,1,0,1
844051,2.0,1,0,1
833829,2.0,1,0,1
831031,2.0,1,0,1
836803,2.0,1,0,1
822187,2.0,1,1,0
822387,2.0,1,0,1
832737,2.0,1,0,1
844412,2.0,1,0,1
838567,2.0,1,0,1
821114,2.0,1,0,1
826774,2.0,1,1,0
843495,2.0,1,1,0
839035,2.0,1,0,1
836846,2.0,1,0,1
842702,2.0,1,1,0
828948,2.0,1,0,1
5007665,2.0,1,1,0
816346,2.0,1,0,1
829066,2.0,1,0,1
844022,2.0,1,0,1
840223,2.0,1,1,0
841047,2.0,1,0,1
837562,2.0,1,0,1
831376,2.0,1,0,1
819249,2.0,1,1,0
2745578,2.0,1,1,0
841386,2.0,1,0,1
842354,2.0,1,0,1
827450,2.0,1,1,0
821667,2.0,1,0,1
843776,2.0,1,1,0
818433,2.0,1,0,1
839256,2.0,1,0,1
817587,2.0,1,1,0
838096,2.0,1,1,0
829814,2.0,1,0,1
825481,2.0,1,0,1
832610,2.0,1,0,1
818008,2.0,1,0,1
832146,2.0,1,0,1
843760,2.0,1,0,1
819914,2.0,1,0,1
833556,2.0,1,0,1
843704,2.0,1,0,1
818662,2.0,1,0,1
818351,2.0,1,0,1
821860,2.0,1,1,0
6241172,2.0,1,0,1
843431,2.0,1,0,1
831974,2.0,1,0,1
817936,2.0,1,0,1
836574,2.0,1,1,0
818843,2.0,1,0,1
824865,2.0,1,1,0
842266,2.0,1,0,1
3768753,2.0,1,0,1
814648,2.0,1,0,1
824080,2.0,1,0,1
825361,2.0,1,0,1
839388,2.0,1,0,1
837543,2.0,1,0,1
831147,2.0,1,0,1
826715,2.0,1,0,1
837040,2.0,1,0,1
824251,2.0,1,0,1
817661,2.0,1,1,0
824505,2.0,1,0,1
816579,2.0,1,0,1
836429,2.0,1,0,1
827121,2.0,1,1,0
836767,2.0,1,0,1
814737,2.0,1,0,1
816249,2.0,1,0,1
814775,2.0,1,0,1
824174,2.0,1,0,1
819311,2.0,1,0,1
829785,2.0,1,1,0
836093,2.0,1,0,1
834702,2.0,1,0,1
838219,2.0,1,1,0
818199,2.0,1,0,1
827335,2.0,1,0,1
5007842,2.0,1,1,0
839870,2.0,1,0,1
844805,2.0,1,0,1
831173,2.0,1,1,0
834972,2.0,1,0,1
843687,2.0,1,1,0
837893,2.0,1,1,0
832406,2.0,1,0,1
821902,2.0,1,0,1
831181,2.0,1,0,1
837614,2.0,1,1,0
829899,2.0,1,0,1
831339,2.0,1,0,1
833957,2.0,1,0,1
824077,2.0,1,0,1
828283,2.0,1,0,1
821209,2.0,1,0,1
841515,2.0,1,1,0
817679,2.0,1,0,1
825047,2.0,1,0,1
837612,2.0,1,1,0
831515,2.0,1,0,1
819286,2.0,1,0,1
834894,2.0,1,1,0
818002,2.0,1,0,1
825004,2.0,1,0,1
816576,2.0,1,1,0
841874,2.0,1,0,1
839732,2.0,1,0,1
825660,2.0,1,0,1
835286,2.0,1,0,1
829588,2.0,1,0,1
840413,2.0,1,0,1
841684,2.0,1,1,0
824014,2.0,1,0,1
828382,2.0,1,0,1
829534,2.0,1,0,1
842790,2.0,1,0,1
836489,2.0,1,1,0
841721,2.0,1,0,1
819810,2.0,1,0,1
826148,2.0,1,0,1
838906,2.0,1,0,1
824272,2.0,1,0,1
837252,2.0,1,0,1
817273,2.0,1,0,1
821026,2.0,1,0,1
839324,2.0,1,1,0
841533,2.0,1,0,1
828556,2.0,1,0,1
824844,2.0,1,0,1
839199,2.0,1,0,1
825789,2.0,1,0,1
831441,2.0,1,0,1
838233,2.0,1,0,1
819041,2.0,1,0,1
829891,2.0,1,0,1
841324,2.0,1,0,1
816671,2.0,1,0,1
824359,2.0,1,0,1
843275,2.0,1,0,1
826751,2.0,1,0,1
842719,2.0,1,0,1
842663,2.0,1,0,1
842873,2.0,1,0,1
816350,2.0,1,0,1
841856,2.0,1,0,1
837488,2.0,1,1,0
834372,2.0,1,0,1
831442,2.0,1,0,1
819688,2.0,1,1,0
832296,2.0,1,0,1
838457,2.0,1,0,1
841659,2.0,1,0,1
839300,2.0,1,0,1
842120,2.0,1,0,1
816956,2.0,1,0,1
818895,2.0,1,0,1
822184,2.0,1,1,0
818767,2.0,1,0,1
820954,2.0,1,0,1
838295,2.0,1,0,1
820883,2.0,1,0,1
816209,2.0,1,0,1
837238,2.0,1,1,0
832069,2.0,1,0,1
839585,2.0,1,0,1
7922524,2.0,1,0,1
836841,2.0,1,0,1
829141,2.0,1,0,1
823622,2.0,1,0,1
819220,2.0,1,0,1
840206,2.0,1,0,1
816692,2.0,1,0,1
820781,2.0,1,0,1
829793,2.0,1,0,1
838455,2.0,1,0,1
843828,2.0,1,0,1
833975,2.0,1,0,1
831382,2.0,1,1,0
840184,2.0,1,0,1
834080,2.0,1,1,0
843336,2.0,1,0,1
825370,2.0,1,0,1
836038,2.0,1,1,0
821036,2.0,1,0,1
837630,2.0,1,0,1
838784,2.0,1,0,1
836602,2.0,1,0,1
821298,2.0,1,0,1
837622,2.0,1,0,1
821866,2.0,1,0,1
827363,2.0,1,0,1
830293,2.0,1,1,0
814827,2.0,1,1,0
816754,2.0,1,0,1
827058,2.0,1,1,0
843293,2.0,1,0,1
816267,2.0,1,0,1
836055,2.0,1,1,0
830046,2.0,1,0,1
836685,2.0,1,1,0
834279,2.0,1,0,1
825383,2.0,1,0,1
826934,2.0,1,1,0
819713,2.0,1,1,0
837043,2.0,1,0,1
834796,2.0,1,1,0
825865,2.0,1,0,1
829290,2.0,1,0,1
834301,2.0,1,0,1
834940,2.0,1,0,1
821587,2.0,1,0,1
836665,2.0,1,0,1
829806,2.0,1,0,1
818887,2.0,1,0,1
839108,2.0,1,1,0
843388,2.0,1,0,1
828593,2.0,1,1,0
836121,2.0,1,0,1
818431,2.0,1,0,1
816027,2.0,1,0,1
840452,2.0,1,0,1
3768762,2.0,1,1,0
831224,2.0,1,0,1
830747,2.0,1,0,1
821270,2.0,1,0,1
831127,2.0,1,1,0
834140,2.0,1,0,1
836858,2.0,1,1,0
844336,2.0,1,0,1
837269,2.0,1,0,1
819783,2.0,1,0,1
5008005,2.0,1,0,1
843292,2.0,1,0,1
838035,2.0,1,0,1
836599,2.0,1,0,1
28717514,2.0,1,1,0
831895,2.0,1,0,1
836049,2.0,1,1,0
830895,2.0,1,1,0
826897,2.0,1,0,1
836759,2.0,1,0,1
837825,2.0,1,1,0
839970,2.0,1,0,1
836596,2.0,1,0,1
835166,2.0,1,1,0
841923,2.0,1,0,1
827917,2.0,1,0,1
833758,2.0,1,0,1
838033,2.0,1,0,1
826627,2.0,1,1,0
821661,2.0,1,0,1
834627,2.0,1,0,1
843827,2.0,1,0,1
837123,2.0,1,1,0
820494,2.0,1,0,1
839665,2.0,1,0,1
820207,2.0,1,0,1
817467,2.0,1,0,1
840368,2.0,1,0,1
838831,2.0,1,1,0
837835,2.0,1,1,0
837741,2.0,1,0,1
820402,1.0,1,0,0
819078,1.0,1,0,0
831639,1.0,1,0,0
831128,1.0,1,0,0
818902,1.0,1,0,0
832070,1.0,1,0,0
5007850,1.0,1,0,0
820836,1.0,1,0,0
829264,1.0,1,0,0
817225,1.0,1,0,0
840422,1.0,1,0,0
28717781,1.0,1,0,0
843016,1.0,1,0,0
841686,1.0,1,0,0
818575,1.0,1,0,0
814791,1.0,1,0,0
822165,1.0,1,0,0
820797,1.0,1,0,0
841701,1.0,1,0,0
842723,1.0,1,0,0
821976,1.0,1,0,0
841986,1.0,1,0,0
839523,1.0,1,0,0
828683,1.0,1,0,0
818719,1.0,1,0,0
28718730,1.0,1,0,0
834523,1.0,1,0,0
820661,1.0,1,0,0
7922362,1.0,1,0,0
819588,1.0,1,0,0
841895,1.0,1,0,0
826997,1.0,1,0,0
816298,1.0,1,0,0
824527,1.0,1,0,0
28718329,1.0,1,0,0
826403,1.0,1,0,0
839759,1.0,1,0,0
828605,1.0,1,0,0
818799,1.0,1,0,0
837085,1.0,1,0,0
839774,1.0,1,0,0
837222,1.0,1,0,0
821278,1.0,1,0,0
827879,1.0,1,0,0
842556,1.0,1,0,0
837457,1.0,1,0,0
28717426,1.0,1,0,0
824005,1.0,1,0,0
824755,1.0,1,0,0
837796,1.0,1,0,0
832445,1.0,1,0,0
817879,1.0,1,0,0
815558,1.0,1,0,0
842498,1.0,1,0,0
817821,1.0,1,0,0
836302,1.0,1,0,0
824125,1.0,1,0,0
823677,1.0,1,0,0
818366,1.0,1,0,0
818815,1.0,1,0,0
816702,1.0,1,0,0
838209,1.0,1,0,0
843627,1.0,1,0,0
818477,1.0,1,0,0
842388,1.0,1,0,0
3771524,1.0,1,0,0
842435,1.0,1,0,0
28717633,1.0,1,0,0
820411,1.0,1,0,0
819938,1.0,1,0,0
835826,1.0,1,0,0
842261,1.0,1,0,0
830852,1.0,1,0,0
826486,1.0,1,0,0
841225,1.0,1,0,0
831136,1.0,1,0,0
840286,1.0,1,0,0
843976,1.0,1,0,0
821862,1.0,1,0,0
10723018,1.0,1,0,0
839843,1.0,1,0,0
819198,1.0,1,0,0
827362,1.0,1,0,0
825378,1.0,1,0,0
822536,1.0,1,0,0
828645,1.0,1,0,0
828275,1.0,1,0,0
832101,1.0,1,0,0
28720693,1.0,1,0,0
824969,1.0,1,0,0
826744,1.0,1,0,0
825082,1.0,1,0,0
824573,1.0,1,0,0
831940,1.0,1,0,0
839525,1.0,1,0,0
817062,1.0,1,0,0
28717137,1.0,1,0,0
837795,1.0,1,0,0
819712,1.0,1,0,0
817983,1.0,1,0,0
836168,1.0,1,0,0
6240519,1.0,1,0,0
28717251,1.0,1,0,0
831655,1.0,1,0,0
830347,1.0,1,0,0
831478,1.0,1,0,0
821733,1.0,1,0,0
5008109,1.0,1,0,0
831388,1.0,1,0,0
844113,1.0,1,0,0
818590,1.0,1,0,0
838749,1.0,1,0,0
816832,1.0,1,0,0
818017,1.0,1,0,0
841356,1.0,1,0,0
839548,1.0,1,0,0
841300,1.0,1,0,0
822097,1.0,1,0,0
842776,1.0,1,0,0
820735,1.0,1,0,0
827334,1.0,1,0,0
829207,1.0,1,0,0
836261,1.0,1,0,0
843586,1.0,1,0,0
844037,1.0,1,0,0
835975,1.0,1,0,0
831920,1.0,1,0,0
821816,1.0,1,0,0
820330,1.0,1,0,0
821273,1.0,1,0,0
838228,1.0,1,0,0
836532,1.0,1,0,0
832624,1.0,1,0,0
841440,1.0,1,0,0
835602,1.0,1,0,0
818882,1.0,1,0,0
835671,1.0,1,0,0
828489,1.0,1,0,0
844122,1.0,1,0,0
6240777,1.0,1,0,0
817902,1.0,1,0,0
818442,1.0,1,0,0
822373,1.0,1,0,0
823825,1.0,1,0,0
818201,1.0,1,0,0
827448,1.0,1,0,0
28720173,1.0,1,0,0
842241,1.0,1,0,0
821482,1.0,1,0,0
827742,1.0,1,0,0
834344,1.0,1,0,0
838678,1.0,1,0,0
814718,1.0,1,0,0
835454,1.0,1,0,0
840405,1.0,1,0,0
28719569,1.0,1,0,0
816674,1.0,1,0,0
824098,1.0,1,0,0
5008138,1.0,1,0,0
814871,1.0,1,0,0
836804,1.0,1,0,0
828726,1.0,1,0,0
828334,1.0,1,0,0
819682,1.0,1,0,0
817777,1.0,1,0,0
828433,1.0,1,0,0
836147,1.0,1,0,0
844329,1.0,1,0,0
842398,1.0,1,0,0
6241144,1.0,1,0,0
819729,1.0,1,0,0
10723100,1.0,1,0,0
824945,1.0,1,0,0
820544,1.0,1,0,0
830991,1.0,1,0,0
838122,1.0,1,0,0
839354,1.0,1,0,0
842252,1.0,1,0,0
815895,1.0,1,0,0
6241417,1.0,1,0,0
10723022,1.0,1,0,0
827906,1.0,1,0,0
2745737,1.0,1,0,0
28717416,1.0,1,0,0
5008244,1.0,1,0,0
824598,1.0,1,0,0
837914,1.0,1,0,0
28716207,1.0,1,0,0
820852,1.0,1,0,0
839700,1.0,1,0,0
823882,1.0,1,0,0
824320,1.0,1,0,0
824013,1.0,1,0,0
843755,1.0,1,0,0
824331,1.0,1,0,0
814985,1.0,1,0,0
827189,1.0,1,0,0
829987,1.0,1,0,0
830318,1.0,1,0,0
836422,1.0,1,0,0
836793,1.0,1,0,0
840244,1.0,1,0,0
5007943,1.0,1,0,0
842473,1.0,1,0,0
841603,1.0,1,0,0
817744,1.0,1,0,0
837696,1.0,1,0,0
28721173,1.0,1,0,0
828266,1.0,1,0,0
835315,1.0,1,0,0
828220,1.0,1,0,0
829234,1.0,1,0,0
28718239,1.0,1,0,0
818899,1.0,1,0,0
824000,1.0,1,0,0
2746216,1.0,1,0,0
825163,1.0,1,0,0
28720349,1.0,1,0,0
832412,1.0,1,0,0
819591,1.0,1,0,0
5008302,1.0,1,0,0
828718,1.0,1,0,0
828902,1.0,1,0,0
844715,1.0,1,0,0
821065,1.0,1,0,0
842647,1.0,1,0,0
817239,1.0,1,0,0
6240860,1.0,1,0,0
816079,1.0,1,0,0
834895,1.0,1,0,0
831298,1.0,1,0,0
817778,1.0,1,0,0
829958,1.0,1,0,0
838081,1.0,1,0,0
6240525,1.0,1,0,0
833870,1.0,1,0,0
820568,1.0,1,0,0
28720203,1.0,1,0,0
834810,1.0,1,0,0
836367,1.0,1,0,0
841852,1.0,1,0,0
831588,1.0,1,0,0
822369,1.0,1,0,0
816742,1.0,1,0,0
822397,1.0,1,0,0
816379,1.0,1,0,0
2745884,1.0,1,0,0
826769,1.0,1,0,0
816460,1.0,1,0,0
836184,1.0,1,0,0
836686,1.0,1,0,0
820058,1.0,1,0,0
2745753,1.0,1,0,0
842778,1.0,1,0,0
817740,1.0,1,0,0
829180,1.0,1,0,0
820090,1.0,1,0,0
843929,1.0,1,0,0
825280,1.0,1,0,0
834170,1.0,1,0,0
837910,1.0,1,0,0
832388,1.0,1,0,0
6241030,1.0,1,0,0
834898,1.0,1,0,0
836730,1.0,1,0,0
843534,1.0,1,0,0
820430,1.0,1,0,0
824788,1.0,1,0,0
834924,1.0,1,0,0
836153,1.0,1,0,0
28721245,1.0,1,0,0
815400,1.0,1,0,0
825453,1.0,1,0,0
829830,1.0,1,0,0
839162,1.0,1,0,0
820734,1.0,1,0,0
824684,1.0,1,0,0
831625,1.0,1,0,0
843506,1.0,1,0,0
839969,1.0,1,0,0
819193,1.0,1,0,0
824329,1.0,1,0,0
837055,1.0,1,0,0
6240436,1.0,1,0,0
843015,1.0,1,0,0
5007868,1.0,1,0,0
820319,1.0,1,0,0
835128,1.0,1,0,0
28720491,1.0,1,0,0
838141,1.0,1,0,0
820109,1.0,1,0,0
839107,1.0,1,0,0
818666,1.0,1,0,0
832625,1.0,1,0,0
838731,1.0,1,0,0
819560,1.0,1,0,0
839211,1.0,1,0,0
826899,1.0,1,0,0
830589,1.0,1,0,0
831673,1.0,1,0,0
841674,1.0,1,0,0
816158,1.0,1,0,0
822736,1.0,1,0,0
823370,1.0,1,0,0
832251,1.0,1,0,0
837871,1.0,1,0,0
820229,1.0,1,0,0
841238,1.0,1,0,0
832780,1.0,1,0,0
831542,1.0,1,0,0
823322,1.0,1,0,0
830783,1.0,1,0,0
836024,1.0,1,0,0
830542,1.0,1,0,0
2745749,1.0,1,0,0
841568,1.0,1,0,0
6240864,1.0,1,0,0
817850,1.0,1,0,0
28720368,1.0,1,0,0
838030,1.0,1,0,0
837941,1.0,1,0,0
844072,1.0,1,0,0
838708,1.0,1,0,0
827080,1.0,1,0,0
826645,1.0,1,0,0
842424,1.0,1,0,0
816803,1.0,1,0,0
814732,1.0,1,0,0
838750,1.0,1,0,0
817996,1.0,1,0,0
829146,1.0,1,0,0
6241387,1.0,1,0,0
823760,1.0,1,0,0
821178,1.0,1,0,0
814667,1.0,1,0,0
834212,1.0,1,0,0
828170,1.0,1,0,0
28716719,1.0,1,0,0
837359,1.0,1,0,0
841078,1.0,1,0,0
834650,1.0,1,0,0
828860,1.0,1,0,0
28719550,1.0,1,0,0
832443,1.0,1,0,0
843486,1.0,1,0,0
820029,1.0,1,0,0
28719787,1.0,1,0,0
830113,1.0,1,0,0
824572,1.0,1,0,0
821685,1.0,1,0,0
826658,1.0,1,0,0
818235,1.0,1,0,0
837041,1.0,1,0,0
816393,1.0,1,0,0
6240220,1.0,1,0,0
826666,1.0,1,0,0
827018,1.0,1,0,0
827096,1.0,1,0,0
821380,1.0,1,0,0
826859,1.0,1,0,0
818145,1.0,1,0,0
2745959,1.0,1,0,0
843866,1.0,1,0,0
28716256,1.0,1,0,0
830053,1.0,1,0,0
818552,1.0,1,0,0
835828,1.0,1,0,0
839285,1.0,1,0,0
821421,1.0,1,0,0
822059,1.0,1,0,0
828315,1.0,1,0,0
830351,1.0,1,0,0
831428,1.0,1,0,0
827646,1.0,1,0,0
827697,1.0,1,0,0
828838,1.0,1,0,0
28718038,1.0,1,0,0
826567,1.0,1,0,0
833621,1.0,1,0,0
817404,1.0,1,0,0
834973,1.0,1,0,0
827701,1.0,1,0,0
824792,1.0,1,0,0
823860,1.0,1,0,0
829991,1.0,1,0,0
816679,1.0,1,0,0
818940,1.0,1,0,0
28716697,1.0,1,0,0
833813,1.0,1,0,0
828622,1.0,1,0,0
28721183,1.0,1,0,0
843267,1.0,1,0,0
836270,1.0,1,0,0
6240977,1.0,1,0,0
841688,1.0,1,0,0
821072,1.0,1,0,0
28716179,1.0,1,0,0
835089,1.0,1,0,0
6240354,1.0,1,0,0
832559,1.0,1,0,0
820724,1.0,1,0,0
840303,1.0,1,0,0
829718,1.0,1,0,0
819380,1.0,1,0,0
839855,1.0,1,0,0
838076,1.0,1,0,0
818647,1.0,1,0,0
824206,1.0,1,0,0
829963,1.0,1,0,0
5007950,1.0,1,0,0
831502,1.0,1,0,0
830338,1.0,1,0,0
844286,1.0,1,0,0
5007840,1.0,1,0,0
818689,1.0,1,0,0
816463,1.0,1,0,0
836613,1.0,1,0,0
843246,1.0,1,0,0
831797,1.0,1,0,0
824697,1.0,1,0,0
828455,1.0,1,0,0
841768,1.0,1,0,0
832572,1.0,1,0,0
834762,1.0,1,0,0
831845,1.0,1,0,0
841259,1.0,1,0,0
825258,1.0,1,0,0
831095,1.0,1,0,0
832648,1.0,1,0,0
828311,1.0,1,0,0
833573,1.0,1,0,0
829542,1.0,1,0,0
824297,1.0,1,0,0
834252,1.0,1,0,0
828059,1.0,1,0,0
28718249,1.0,1,0,0
830357,1.0,1,0,0
838215,1.0,1,0,0
834937,1.0,1,0,0
836615,1.0,1,0,0
822226,1.0,1,0,0
28717560,1.0,1,0,0
834531,1.0,1,0,0
821064,1.0,1,0,0
840457,1.0,1,0,0
820867,1.0,1,0,0
28719010,1.0,1,0,0
6241470,1.0,1,0,0
843027,1.0,1,0,0
823497,1.0,1,0,0
840632,1.0,1,0,0
822623,1.0,1,0,0
835331,1.0,1,0,0
830536,1.0,1,0,0
838754,1.0,1,0,0
827144,1.0,1,0,0
831999,1.0,1,0,0
842820,1.0,1,0,0
842879,1.0,1,0,0
843856,1.0,1,0,0
816721,1.0,1,0,0
818467,1.0,1,0,0
824177,1.0,1,0,0
834476,1.0,1,0,0
820237,1.0,1,0,0
826719,1.0,1,0,0
833785,1.0,1,0,0
838791,1.0,1,0,0
834974,1.0,1,0,0
827915,1.0,1,0,0
843796,1.0,1,0,0
824353,1.0,1,0,0
827783,1.0,1,0,0
6240745,1.0,1,0,0
840280,1.0,1,0,0
840226,1.0,1,0,0
817814,1.0,1,0,0
823519,1.0,1,0,0
827749,1.0,1,0,0
819765,1.0,1,0,0
817197,1.0,1,0,0
835886,1.0,1,0,0
818471,1.0,1,0,0
830927,1.0,1,0,0
817763,1.0,1,0,0
838718,1.0,1,0,0
819222,1.0,1,0,0
843635,1.0,1,0,0
824536,1.0,1,0,0
816208,1.0,1,0,0
829857,1.0,1,0,0
842549,1.0,1,0,0
838184,1.0,1,0,0
824729,1.0,1,0,0
823587,1.0,1,0,0
826416,1.0,1,0,0
830348,1.0,1,0,0
839194,1.0,1,0,0
819763,1.0,1,0,0
831434,1.0,1,0,0
820481,1.0,1,0,0
28719027,1.0,1,0,0
827681,1.0,1,0,0
828515,1.0,1,0,0
831890,1.0,1,0,0
828930,1.0,1,0,0
830757,1.0,1,0,0
838396,1.0,1,0,0
824943,1.0,1,0,0
843297,1.0,1,0,0
28719674,1.0,1,0,0
816380,1.0,1,0,0
818238,1.0,1,0,0
825891,1.0,1,0,0
821791,1.0,1,0,0
817103,1.0,1,0,0
833608,1.0,1,0,0
28717984,1.0,1,0,0
830126,1.0,1,0,0
28721151,1.0,1,0,0
3767562,1.0,1,0,0
838700,1.0,1,0,0
843387,1.0,1,0,0
28716130,1.0,1,0,0
840100,1.0,1,0,0
839864,1.0,1,0,0
7922319,1.0,1,0,0
824800,1.0,1,0,0
28721220,1.0,1,0,0
820289,1.0,1,0,0
828240,1.0,1,0,0
830565,1.0,1,0,0
844783,1.0,1,0,0
819951,1.0,1,0,0
843626,1.0,1,0,0
843131,1.0,1,0,0
